Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Tehama,5/4/2018,39.80827,-122.3307,2018-05-04T14:48:00Z,,10,Tehama,40.040006,-122.154539,222,0,2.71,4.8,5.26,85,49.2,66.9,100,31,63,
Riverside,5/9/2018,33.45014,-117.22215,2018-05-09T22:00:00Z,,10,Riverside,33.48665,-117.22827,62,0,0.08,2.49,3.33,83.9,54.5,69.8,100,40,60,
Siskiyou,5/9/2018,41.632373,-122.37985,2018-05-09T18:11:00Z,,10,Siskiyou,41.802476,-121.996159,236,0,1.28,3.6,3.88,68.3,39.7,54.2,97,31,62,
San Luis Obispo,5/10/2018,35.05747,-120.39295,2018-05-10T20:41:00Z,,10,San Luis Obispo,35.028281,-120.56003,202,0.03,0.99,4.49,6.18,63.2,48.2,53.8,99,66,83,
Butte,5/14/2018,39.6139,-121.954098,2018-05-14T13:06:00Z,,10,Butte,39.608639,-121.82443,12,0,0.18,4.77,6.76,81.7,50.6,66.4,94,41,60,
Napa,5/16/2018,38.27229,-122.26389,2018-05-16T16:30:00Z,,10,Napa,38.219503,-122.35496,109,0,0.23,5.43,8.67,69.5,45.3,57.3,99,56,80,
San Diego,5/17/2018,32.619855,-116.764733,2018-05-17T12:53:00Z,,10,San Diego,32.628208,-116.93928,147,0.01,0.2,0.31,2.2,63.1,49.9,55.4,93,53,70,
Riverside,5/17/2018,33.47413,-117.31468,2018-05-17T14:19:00Z,,11,Riverside,33.48665,-117.22827,62,0,0.15,0.8,3.35,70,51.2,60.9,100,52,67,
Riverside,5/18/2018,33.627006,-117.171731,2018-05-18T11:00:00Z,,10,Riverside,33.663325,-117.09338,179,0,0.02,0.35,1.74,71.5,51.3,58.9,97,50,73,
Santa Cruz,5/18/2018,37.12857,-122.12036,2018-05-18T16:37:00Z,,10,Santa Cruz,36.997444,-121.99676,104,0,0,4.24,8.31,69.7,51.4,58.1,88,60,77,
Butte,5/19/2018,39.93427,-121.54103,2018-05-19T13:04:00Z,,10,Butte,39.608639,-121.82443,12,0,0,4.59,6.76,80.2,58.5,68.5,83,47,62,
Humboldt,5/20/2018,40.888785,-124.001849,2018-05-20T13:07:00Z,,10,Siskiyou,41.577778,-122.838125,225,0.06,1.06,2.97,4.54,73,43.9,56.4,100,42,79,Keep?
Madera,5/21/2018,37.19817,-119.80414,2018-05-21T11:56:00Z,,11,Madera,37.02,-120.15,188,0,0,2.01,5.47,79.8,50,64.9,89,40,61,
San Diego,5/22/2018,33.12213,-116.58759,2018-05-22T14:13:00Z,,12,San Diego,33.268447,-116.36505,207,0,0,0,0,86.9,51.7,72.3,68,16,36,
Butte,5/23/2018,39.66492,-121.51772,2018-05-23T14:30:00Z,,11,Butte,39.608639,-121.82443,12,0,0,3.13,6.76,76.2,55,65.2,88,50,67,
Napa,5/24/2018,38.16303,-122.23059,2018-05-24T10:43:00Z,,12,Napa,38.219503,-122.35496,109,0,0,3.89,8.65,66.9,51.7,57.6,96,67,82,
San Luis Obispo,5/26/2018,35.75737,-120.91793,2018-05-26T14:52:00Z,,12,San Luis Obispo,35.472556,-120.64814,163,0,0.02,0.29,2.05,67.3,47.5,57.1,94,55,73,
Alameda,5/27/2018,37.73835,-121.6039,2018-05-27T17:05:00Z,,12,Alameda,37.663969,-121.88503,191,0.03,0.27,1.91,6.89,81.5,47,65.9,92,30,53,
Marin,5/28/2018,37.97638,-122.5275,2018-05-28T17:33:00Z,,12,Marin,37.995478,-122.467656,157,0,0.03,0.15,2.17,81,49.9,64.9,95,46,69,
Siskiyou,5/28/2018,41.64805,-122.98442,2018-05-28T07:23:00Z,,12,Siskiyou,41.577778,-122.838125,225,0,2.9,4.33,6.01,83.1,42,62.6,100,30,58,
San Diego,5/29/2018,33.40769,-117.22974,2018-05-29T12:58:00Z,,12,San Diego,33.08105,-116.9757,153,0,0,0.02,1.28,77.6,57.7,64.9,93,62,80,
San Bernardino,5/29/2018,34.171786,-117.35606,2018-05-29T13:11:00Z,,12,San Bernardino,34.255942,-117.21814,192,0,0,1.13,7.08,77.1,42.9,60.9,94,33,54,
El Dorado,5/30/2018,38.7448,-120.65672,2018-05-30T13:21:00Z,,12,El Dorado,38.753136,-120.7336,13,0,0.46,3.97,16.61,75.7,51.7,65.3,62,30,44,
San Diego,6/1/2018,33.04898,-116.78928,2018-06-01T15:20:00Z,,13,San Diego,33.08105,-116.9757,153,0,0,0.02,1.28,78.7,53.2,66.9,90,41,66,
Madera,6/1/2018,37.22791,-119.50461,2018-06-01T13:31:00Z,,12,Madera,37.02,-120.15,188,0,0.01,0.72,3.92,83.5,45.6,65.2,94,27,54,
Shasta,6/1/2018,40.49618,-122.51597,2018-06-01T16:07:00Z,,12,Shasta,40.63,-122.31,224,0,1.14,5.72,10,87.6,47.4,67.8,98,23,51,
San Diego,6/2/2018,33.05737,-116.77154,2018-06-02T09:55:00Z,,14,San Diego,33.08105,-116.9757,153,0,0,0.02,1.15,82.9,48.9,66.9,95,44,68,
Fresno,6/2/2018,36.10499,-120.55324,2018-06-02T12:42:00Z,,13,Fresno,36.175833,-120.36027,205,0,0.01,0.02,0.15,93.1,58.9,77.8,36,20,28,
Yolo,6/2/2018,38.64953,-122.01762,2018-06-02T15:53:00Z,,14,Yolo,38.672722,-121.81172,226,0,0.11,1.62,3.48,95.7,54.8,76.4,74,18,38,
Shasta,6/2/2018,40.678889,-122.400556,2018-06-02T13:07:00Z,,13,Shasta,40.63,-122.31,224,0,1.14,5.72,9.95,99.2,56.7,80,86,14,36,
Riverside,6/3/2018,33.467999,-117.003829,2018-06-03T16:11:00Z,,15,Riverside,33.55281,-117.043302,237,0,0.03,0.04,1.72,91.1,54,72.3,85,29,53,
San Luis Obispo,6/3/2018,35.70086,-120.97339,2018-06-03T13:38:00Z,,14,San Luis Obispo,35.472556,-120.64814,163,0,0.11,0.38,1.63,93.9,50.3,72,90,23,45,
Santa Clara,6/3/2018,37.21803,-121.76828,2018-06-03T16:14:00Z,,16,Santa Clara,37.015026,-121.53704,211,0,0.01,1.03,3.63,92.2,51.7,69.7,82,29,53,
Lassen,6/3/2018,39.99309,-120.02137,2018-06-03T08:55:00Z,,14,Lassen,40.289799,-120.433948,57,0,1.4,2.9,6.06,89.9,43.5,69,73,16,33,
Modoc,6/3/2018,41.52123,-120.72362,2018-06-03T14:17:00Z,,15,Modoc,41.438214,-120.48031,90,0,2.56,5.83,7.09,83.4,43,63.7,97,31,57,
Siskiyou,6/3/2018,41.94046,-122.43933,2018-06-03T15:09:00Z,,15,Siskiyou,41.802476,-121.996159,236,0,2.8,4.7,6.29,83.9,39.4,62.8,90,26,51,
Nevada,6/3/2018,39.10494,-121.07039,2018-06-03T16:16:00Z,,16,Placer,38.887603,-121.10291,195,0,0.62,4.4,10.92,97.1,68.8,82,53,15,32,Keep?
Humboldt,6/3/2018,41.34453,-123.85404,2018-06-03T18:23:00Z,,16,Siskiyou,41.577778,-122.838125,225,0,2.86,4.33,5.66,87.9,43.7,66.2,97,22,48,Keep?
San Diego,6/4/2018,33.40178,-117.27467,2018-06-04T17:30:00Z,,18,San Diego,33.08105,-116.9757,153,0,0,0.02,1.14,82.2,54.6,67.9,96,54,76,
Riverside,6/4/2018,33.742,-117.28189,2018-06-04T17:01:00Z,,17,Riverside,33.76,-117.2,240,0,0,0.08,0.86,92.5,58.3,77.5,83,28,51,
Los Angeles,6/4/2018,34.110516,-118.427886,2018-06-04T23:17:00Z,,20,Los Angeles,34.142911,-118.36632,223,0,0.08,0.12,1.62,79.9,56.9,67.4,95,52,73,
Santa Cruz,6/4/2018,37.0125,-122.046,2018-06-04T17:44:00Z,,17,Santa Cruz,36.997444,-121.99676,104,0,0.01,1.34,6.45,78.7,49,62.2,96,38,66,
Amador,6/4/2018,38.265645,-120.892404,2018-06-04T12:40:00Z,,17,Amador,38.508333,-120.79972,227,0,0.66,2.98,10.94,86.7,52.3,71.1,69,16,37,
Plumas,6/4/2018,39.89075,-120.18499,2018-06-04T15:08:00Z,,20,Lassen,40.289799,-120.433948,57,0,1.4,2.9,6.06,88.1,50.6,71.5,59,12,27,Keep?
Riverside,6/5/2018,33.524412,-116.821724,2018-06-05T13:45:00Z,,20,Riverside,33.664747,-116.955121,239,0,0,0.02,1.52,84.9,51.5,66.9,100,26,59,
Butte,6/5/2018,39.602703,-121.617698,2018-06-05T13:03:00Z,,20,Butte,39.608639,-121.82443,12,0,0.75,3.68,6.43,83.9,53.8,68.4,91,34,60,
Alameda,6/6/2018,37.627119,-121.806775,2018-06-06T09:46:00Z,,20,Alameda,37.663969,-121.88503,191,0.01,0.21,1.26,4.82,66.1,48.4,57.3,93,58,73,
Santa Clara,6/7/2018,37.07793,-121.600023,2018-06-07T18:04:00Z,,20,Santa Clara,37.015026,-121.53704,211,0,0.02,0.25,3.62,77.8,53.7,64,81,38,59,
Alameda,6/9/2018,37.61158,-121.94182,2018-06-09T14:10:00Z,,20,Alameda,37.663969,-121.88503,191,0,0.21,0.92,4.86,68.4,52.3,60.8,92,45,67,
Contra Costa,6/9/2018,37.81111,-121.7944,2018-06-09T15:30:00Z,,20,Contra Costa,37.928258,-121.6599,47,0,0,0.18,3.34,76.4,56.2,66.4,79,33,50,
Contra Costa,6/9/2018,37.99113,-121.86473,2018-06-09T15:31:00Z,,23,Contra Costa,38.015372,-122.02028,170,0,0,0.34,5.25,72.6,56,64.2,84,44,62,
Mariposa,6/9/2018,37.69965,-120.0545,2018-06-09T15:32:00Z,,22,Merced,37.314139,-120.3867,148,0,0.03,0.82,1.77,78.6,54.9,66.1,76,35,55,Keep?
Lake,6/9/2018,38.91842,-122.85276,2018-06-09T14:45:00Z,,24,Mendocino,38.982581,-123.08928,106,0,0.55,0.55,0.93,69.2,42.7,59.6,81,33,55,Keep?
Riverside,6/11/2018,33.946896,-117.066643,2018-06-11T17:04:00Z,,23,Riverside,33.76,-117.2,240,0,0,0.08,0.51,101.6,60.8,79.5,67,23,40,
San Benito,6/11/2018,36.83036,-121.36446,2018-06-11T12:00:00Z,,35,San Benito,36.854833,-121.36275,126,0,2.33,3.2,5.64,85.4,49.2,67.3,73,28,46,
Tehama,6/11/2018,40.201826,-122.29388,2018-06-11T12:16:00Z,,23,Tehama,40.040006,-122.154539,222,0,1.05,1.05,5.68,89.6,66.1,81,66,17,28,
San Diego,6/12/2018,32.557566,-116.8663,2018-06-12T15:06:00Z,,28,San Diego,32.628208,-116.93928,147,0.02,0.11,0.3,0.91,72.7,53.5,61.4,100,53,77,
San Luis Obispo,6/12/2018,35.71859,-120.64028,2018-06-12T14:56:00Z,,25,San Luis Obispo,35.472556,-120.64814,163,0,0.18,0.22,0.46,92.3,49.8,71.6,90,25,45,
Siskiyou,6/12/2018,41.791859,-122.513883,2018-06-12T14:22:00Z,,27,Siskiyou,41.577778,-122.838125,225,0,2.88,3.31,5.04,88.3,38.5,65,98,20,45,
Riverside,6/13/2018,33.80406,-116.93188,2018-06-13T12:38:00Z,,25,Riverside,33.664747,-116.955121,239,0,0,0.02,0.92,96.7,58,77.6,50,14,26,
Tulare,6/13/2018,35.826333,-118.9821,2018-06-13T21:06:00Z,,26,Tulare,35.833,-119.25596,182,0,0,0.1,1.36,97.2,63,81.2,76,26,44,
San Luis Obispo,6/14/2018,35.68539,-120.95157,2018-06-14T17:23:00Z,,30,San Luis Obispo,35.472556,-120.64814,163,0,0.16,0.22,0.45,85.3,47.4,64.9,91,26,54,
Alameda,6/14/2018,37.533026,-121.79733,2018-06-14T17:45:00Z,,30,Alameda,37.663969,-121.88503,191,0,0.23,0.75,3.96,85.1,54.2,67.2,84,27,52,
Contra Costa,6/14/2018,38.015323,-121.998967,2018-06-14T15:18:00Z,,25,Contra Costa,38.015372,-122.02028,170,0,0,0.21,4.11,83.2,56,67.8,83,33,55,
Sacramento,6/14/2018,38.595865,-121.17693,2018-06-14T17:02:00Z,,30,Sacramento,38.649964,-121.21887,131,0.01,1.17,1.42,6.63,91.1,61.4,74.3,60,19,41,
Riverside,6/15/2018,33.85852,-117.43521,2018-06-15T11:46:00Z,,30,Riverside,33.964942,-117.33698,44,0,0.01,0.26,0.73,90.6,61.9,73.6,83,29,55,
Riverside,6/15/2018,33.97902,-117.20534,2018-06-15T13:37:00Z,,32,Riverside,33.964942,-117.33698,44,0,0.01,0.26,0.73,90.6,61.9,73.6,83,29,55,
Contra Costa,6/15/2018,37.99618,-122.14097,2018-06-15T10:34:00Z,,30,Contra Costa,38.015372,-122.02028,170,0,0,0.18,3.97,73.8,56.4,63,85,48,68,
Shasta,6/16/2018,40.62693,-122.23449,2018-06-16T15:10:00Z,,31,Shasta,40.63,-122.31,224,0,0.89,1.38,7.5,87.3,57.3,73.7,82,18,33,
Lassen,6/16/2018,41.08583,-121.05722,2018-06-16T11:47:00Z,,32,Lassen,40.289799,-120.433948,57,0,1.12,1.68,4.94,80.3,43,63.9,66,20,36,
Lake,6/16/2018,38.886518,-122.476381,2018-06-16T14:04:00Z,,32,Colusa,39.210667,-122.168889,250,0,0.14,0.14,2.81,89.1,55.9,69.2,89,28,61,Keep?
San Bernardino,6/17/2018,34.17711,-117.15381,2018-06-17T15:56:00Z,,33,San Bernardino,34.112042,-117.1857,251,0,0,0.33,1.77,69.1,53.9,59.8,67,40,54,
Tulare,6/17/2018,36.42638,-118.70443,2018-06-17T15:09:00Z,,34,Tulare,36.3605,-119.05935,86,0,0,0,0.82,76.4,58.7,65.9,72,39,56,
Santa Clara,6/17/2018,37.33563,-121.75815,2018-06-17T13:58:00Z,,30,Santa Clara,37.015026,-121.53704,211,0,0.02,0.02,2.28,71.6,54.5,61.4,89,52,69,
Butte,6/18/2018,39.84151,-121.62168,2018-06-18T12:30:00Z,,33,Butte,39.608639,-121.82443,12,0,0.75,0.75,5.34,88.3,54.2,70.1,96,34,66,
Fresno,6/19/2018,36.938674,-119.3127769,2018-06-19T16:06:00Z,,32,Fresno,36.721083,-119.38903,142,0,0,0,3.2,94.8,57.5,79.2,68,18,33,
Tehama,6/19/2018,40.00293,-122.44008,2018-06-19T15:19:00Z,,33,Tehama,40.040006,-122.154539,222,0,1.18,1.18,5.07,95.8,59,77.5,90,23,50,
Kern,6/20/2018,35.17156,-118.51651,2018-06-20T18:22:00Z,,34,Kern,35.205583,-118.77841,125,0,0,0,0.62,94.9,64.2,81.1,70,30,45,
Alameda,6/21/2018,37.71173,-121.55604,2018-06-21T16:45:00Z,,34,Alameda,37.663969,-121.88503,191,0,0.35,0.62,2.31,87.2,47.6,66.3,95,27,56,
Riverside,6/23/2018,33.640051,-117.085354,2018-06-23T11:38:00Z,,36,Riverside,33.663325,-117.09338,179,0,0,0.02,0.02,75.3,57.5,64.9,100,61,81,
Riverside,6/23/2018,33.759722,-117.460278,2018-06-23T12:52:00Z,,35,Riverside,33.76,-117.2,240,0,0,0.07,0.08,88.4,60,72.2,97,43,69,
Mendocino,6/23/2018,39.62194,-123.28774,2018-06-23T12:54:00Z,,35,Mendocino,38.982581,-123.08928,106,0,0.64,0.79,0.79,100.9,52.4,77.6,78,23,42,
Shasta,6/23/2018,40.60866,-122.38366,2018-06-23T17:21:00Z,,38,Shasta,40.63,-122.31,224,0,0.89,1.38,5.72,101.3,74.8,86.8,28,11,20,
Shasta,6/23/2018,40.95673,-121.6002,2018-06-23T13:15:00Z,,35,Shasta,41.063767,-121.45602,43,0,0.96,2.7,5.33,88.2,46.9,68.6,69,16,37,
Lake,6/23/2018,38.981389,-122.97222,2018-06-23T19:39:00Z,,36,Mendocino,38.982581,-123.08928,106,0,0.64,0.79,0.79,100.9,52.4,77.6,78,23,42,Keep?
San Diego,6/24/2018,32.78031,-117.06782,2018-06-24T12:29:00Z,,38,San Diego,32.729578,-117.13934,184,0.02,0.31,0.53,0.6,69.7,60.3,64.1,89,71,80,
San Luis Obispo,6/24/2018,35.64917,-120.71907,2018-06-24T13:54:00Z,,37,San Luis Obispo,35.472556,-120.64814,163,0,0.21,0.23,0.5,73.1,53.9,62.8,96,62,79,
San Benito,6/24/2018,36.796,-121.40604,2018-06-24T16:11:00Z,,39,San Benito,36.822861,-121.46787,143,0.02,0.58,1.09,2.43,71.5,52.8,62,96,67,82,
Siskiyou,6/24/2018,41.58233,-122.33769,2018-06-24T15:28:00Z,,37,Siskiyou,41.802476,-121.996159,236,0,2.12,3.74,4.99,93.2,39.5,68.4,91,19,42,
Monterey,6/26/2018,35.95515,-120.86256,2018-06-26T07:11:00Z,,375,Monterey,36.121083,-121.08457,113,0,0,0.01,0.22,84.8,51.2,64.4,97,27,59,
Butte,6/26/2018,39.549167,-121.521111,2018-06-26T11:16:00Z,,40,Butte,39.608639,-121.82443,12,0,0,0.75,3.88,90.5,58.3,73.6,96,31,63,
Butte,6/26/2018,39.57202,-121.43131,2018-06-26T12:56:00Z,,43,Butte,39.608639,-121.82443,12,0,0,0.75,3.88,90.5,58.3,73.6,96,31,63,
Contra Costa,6/27/2018,37.779209,-121.908976,2018-06-27T19:46:00Z,,40,Contra Costa,37.837614,-122.14074,178,0,0.3,1.11,1.38,66.2,52,57.5,93,64,81,
Marin,6/27/2018,38.07135,-122.76751,2018-06-27T15:09:00Z,,45,Marin,38.090933,-122.5267,187,0,0.01,0.04,2.49,75.3,42.9,58.4,96,49,74,
Mariposa,6/27/2018,37.28365,-119.97546,2018-06-27T12:39:00Z,,40,Madera,37.02,-120.15,188,,0,0.01,0.72,,,,,,,Keep?
Riverside,6/28/2018,33.56921,-116.154398,2018-06-28T18:01:00Z,,40,Riverside,33.595694,-116.15811,218,0,0,0,0,106.4,74.6,90.9,35,11,21,
San Luis Obispo,6/29/2018,35.30151,-120.64398,2018-06-29T20:59:00Z,,51,San Luis Obispo,35.305442,-120.66178,52,0,0,0.01,0.52,94.7,55.5,67,100,56,80,
Alameda,6/29/2018,37.69926,-122.02805,2018-06-29T15:46:00Z,,48,Alameda,37.598758,-122.05323,171,0,0,0,2.07,82.5,,59.6,91,37,68,
Contra Costa,6/29/2018,37.86339,-122.12351,2018-06-29T11:44:00Z,,45,Contra Costa,37.837614,-122.14074,178,0,0.3,0.76,1.38,86.2,52.3,68,93,29,57,
Tehama,6/29/2018,40.27754,-122.11375,2018-06-29T16:06:00Z,,50,Tehama,40.040006,-122.154539,222,0,0.13,1.18,3.89,94,63.6,80.7,75,17,31,
Modoc,6/29/2018,41.50105,-120.61108,2018-06-29T17:53:00Z,,52,Modoc,41.438214,-120.48031,90,0,0.38,3.06,6.21,75.4,40.3,59.4,96,31,56,
Lake,6/29/2018,38.91152,-122.86854,2018-06-29T15:11:00Z,,50,Mendocino,38.982581,-123.08928,106,0,0.52,0.98,0.98,92.9,50.5,72.2,81,26,45,Keep?
Santa Clara,6/30/2018,37.163594,-121.702547,2018-06-30T12:12:00Z,,51,Santa Clara,37.015026,-121.53704,211,0.09,0.4,0.41,1.43,85.2,50.7,66.3,94,42,69,
Lassen,6/30/2018,40.33642,-120.93005,2018-06-30T14:12:00Z,,53,Lassen,40.289799,-120.433948,57,0,0.16,1.67,3.06,87.5,48.1,70,63,13,29,
Mariposa,6/30/2018,37.47677,-119.84299,2018-06-30T14:12:00Z,,53,Merced,37.314139,-120.3867,148,0,0,0.03,1.77,96.2,53.7,76,96,28,53,Keep?
Lassen,7/1/2018,40.95234,-121.21597,2018-07-01T18:13:00Z,,56,Lassen,40.289799,-120.433948,57,0,0.16,1.56,3.06,90.9,51.4,73.9,56,16,30,
Shasta,7/2/2018,40.824,-121.90215,2018-07-02T14:25:00Z,,51,Shasta,40.63,-122.31,224,0,0,1.14,5.72,102.2,70,87.2,34,12,22,
San Bernardino,7/4/2018,34.24138,-117.42431,2018-07-04T14:20:00Z,,53,San Bernardino,34.255942,-117.21814,192,0,0,0,0.67,74.5,52.9,66.1,85,32,49,
San Luis Obispo,7/4/2018,35.17693,-120.48861,2018-07-04T17:09:00Z,,58,San Luis Obispo,35.028281,-120.56003,202,0.02,0.59,1.27,2.27,69.3,55.6,61.8,98,69,84,
Madera,7/4/2018,37.0979,-119.75307,2018-07-04T13:14:00Z,,56,Madera,37.02,-120.15,188,,0,0.01,0.72,,,,,,,
Contra Costa,7/4/2018,37.79718,-121.85311,2018-07-04T13:30:00Z,,56,Contra Costa,37.928258,-121.6599,47,0,0.05,0.05,1.59,78.5,52.3,65.8,98,48,66,
Santa Barbara,7/5/2018,34.74245,-120.18236,2018-07-05T15:12:00Z,,60,Santa Barbara,34.841878,-120.21274,165,0,0.7,0.77,0.77,81.7,49.4,62.5,96,52,80,
Lake,7/5/2018,38.8275,-122.3625,2018-07-05T12:31:00Z,,60,Napa,38.428475,-122.41021,77,0,0,0.13,0.73,89,45.8,66.6,93,28,57,Keep?
San Diego,7/6/2018,33.35505,-117.03134,2018-07-06T10:11:00Z,,59,San Diego,33.08105,-116.9757,153,0,0,0,0.02,,61.2,,94,28,,
Los Angeles,7/6/2018,34.53765,-118.75495,2018-07-06T10:40:00Z,,62,Los Angeles,34.426361,-118.51758,204,0,0.02,0.02,0.04,112.8,68.2,91.9,29,7,13,
Kern,7/6/2018,34.86022,-118.87881,2018-07-06T14:42:00Z,,62,Kern,35.205583,-118.77841,125,0,0,0,0.3,93.7,67.5,82.7,55,29,38,
San Luis Obispo,7/6/2018,35.58354,-120.624135,2018-07-06T23:39:00Z,,60,San Luis Obispo,35.472556,-120.64814,163,0.01,0.11,0.26,0.51,103,59.3,82.7,68,16,31,
San Luis Obispo,7/6/2018,35.663607,-120.670311,2018-07-06T09:36:00Z,,60,San Luis Obispo,35.472556,-120.64814,163,0.01,0.11,0.26,0.51,103,59.3,82.7,68,16,31,
Madera,7/6/2018,37.14663,-119.91223,2018-07-06T13:29:00Z,,60,Madera,37.02,-120.15,188,,0,0.01,0.69,,,,,,,
San Joaquin,7/6/2018,38.24033,-121.09199,2018-07-06T20:40:00Z,,62,San Joaquin,38.192397,-121.510261,242,0,0,0.18,0.27,96.5,60.3,75,94,26,54,
Riverside,7/8/2018,33.56349,-116.732032,2018-07-08T16:45:00Z,,63,Riverside,33.664747,-116.955121,239,0,0.03,0.03,0.05,103.1,71.7,86.6,51,13,28,
Stanislaus,7/8/2018,37.32744,-121.10903,2018-07-08T13:36:00Z,,63,Stanislaus,37.645222,-121.18776,71,0,0,0.04,0.38,94.1,55.7,75.3,86,17,39,
Tehama,7/8/2018,40.346652,-122.308479,2018-07-08T13:38:00Z,,60,Tehama,40.040006,-122.154539,222,0,0.13,1.18,1.29,91.6,58.2,76.8,78,28,49,
Shasta,7/8/2018,40.741186,-122.649626,2018-07-08T17:38:00Z,,63,Shasta,40.63,-122.31,224,0,0,1.13,1.79,97.4,53.3,76,74,11,33,
Siskiyou,7/8/2018,41.83359,-122.99272,2018-07-08T14:41:00Z,,63,Siskiyou,41.577778,-122.838125,225,0,0.03,2.89,3.52,88.3,45.2,66.4,88,11,40,
San Benito,7/9/2018,36.64832,-121.03253,2018-07-09T18:30:00Z,,64,San Benito,36.854833,-121.36275,126,0,0,2.49,3.23,96.9,57.1,78.3,35,12,,
Santa Clara,7/9/2018,37.1769444,-121.6869444,2018-07-09T17:54:00Z,,63,Santa Clara,37.015026,-121.53704,211,0,0.39,0.41,0.64,95.4,53.4,76.5,70,13,,
El Dorado,7/9/2018,38.645,-120.874167,2018-07-09T16:46:00Z,,67,El Dorado,38.636111,-120.79305,228,0,0,0.48,1.49,91.6,65.4,78.3,32,12,21,
Riverside,7/10/2018,33.504964,-117.148204,2018-07-10T15:08:00Z,,70,Riverside,33.48665,-117.22827,62,0.02,0.04,0.18,0.26,89.8,65.5,75.1,93,35,56,
Merced,7/10/2018,37.08529,-121.09354,2018-07-10T17:31:00Z,,68,Merced,37.231861,-120.88082,92,0,0,0.01,0.13,98.8,55.4,78.6,67,11,29,
El Dorado,7/10/2018,38.82128,-121.03918,2018-07-10T12:42:00Z,,66,El Dorado,38.753136,-120.7336,13,0,0,0.4,1.46,92.4,68.3,79.7,45,20,29,
Mendocino,7/10/2018,39.279833,-123.258319,2018-07-10T16:45:00Z,,67,Mendocino,38.982581,-123.08928,106,0,0.63,1.18,1.18,89.5,47.6,70.6,77,31,49,
Santa Clara,7/11/2018,37.66074,-121.67144,2018-07-11T16:40:00Z,,70,Santa Clara,37.015026,-121.53704,211,0,0.39,0.41,0.51,85.3,54.3,66.7,97,39,67,
Santa Clara,7/12/2018,37.22545,-121.79189,2018-07-12T22:45:00Z,,70,Santa Clara,37.015026,-121.53704,211,0,0.39,0.41,0.51,86.4,56.8,67.3,99,42,72,
Tehama,7/12/2018,40.394073,-122.135924,2018-07-12T12:57:00Z,,70,Tehama,40.040006,-122.154539,222,0,0.13,1.18,1.18,97.5,60.7,80.5,90,30,48,
Riverside,7/13/2018,33.67815,-117.32281,2018-07-13T21:36:00Z,,73,Riverside,33.76,-117.2,240,0,0.04,0.04,0.12,97.1,68.2,80,67,25,47,
Santa Barbara,7/13/2018,34.54305556,-120.3180556,2018-07-13T22:03:00Z,,77,Santa Barbara,34.583144,-120.07924,64,0,0,0.02,0.13,94,56.5,71.1,96,33,61,
Glenn,7/13/2018,39.65578,-122.58666,2018-07-13T14:32:00Z,,75,Tehama,40.040006,-122.154539,222,0,0.13,1.18,1.18,92.2,67,77.8,81,32,57,Keep?
Fresno,7/14/2018,36.696879,-119.304499,2018-07-14T20:40:00Z,,76,Fresno,36.721083,-119.38903,142,0,0,0,0.35,102.9,68.4,87.9,59,16,30,
Shasta,7/14/2018,40.5939,-122.17173,2018-07-14T20:46:00Z,,76,Shasta,40.63,-122.31,224,0,0,1.13,1.64,104.3,64.3,84.6,81,21,41,
Calaveras,7/14/2018,37.95766,-120.68902,2018-07-14T15:00:00Z,,80,Stanislaus,37.727194,-120.85086,194,0,0,0.24,0.93,97.8,68.7,81.2,54,26,39,Keep?
Merced,7/15/2018,37.056944,-121.01638,2018-07-15T16:14:00Z,,88,Merced,37.231861,-120.88082,92,0,0,0.01,0.13,97.4,60,78.9,69,17,35,
Madera,7/15/2018,37.179167,-119.431667,2018-07-15T17:15:00Z,,88,Madera,37.02,-120.15,188,,0,0.01,0.34,,,,,,,
Lassen,7/15/2018,40.83116,-120.19336,2018-07-15T16:45:00Z,,88,Lassen,40.289799,-120.433948,57,0,0.16,1.5,1.88,97.2,57.3,80.2,65,17,34,
Lassen,7/15/2018,40.94666,-121.27049,2018-07-15T18:54:00Z,,89,Lassen,40.289799,-120.433948,57,0,0.16,1.5,1.88,97.2,57.3,80.2,65,17,34,
Lake,7/15/2018,39.06715,-122.59789,2018-07-15T11:55:00Z,,80,Colusa,39.210667,-122.168889,250,0,0,0.14,0.3,92.2,62.8,75.8,90,52,72,Keep?
Kern,7/17/2018,35.1234,-118.72905,2018-07-17T14:05:00Z,,95,Kern,35.205583,-118.77841,125,0,0,0,0,101.8,73.6,88.8,52,21,32,
Monterey,7/17/2018,35.9352,-121.11936,2018-07-17T19:03:00Z,,96,Monterey,36.121083,-121.08457,113,0,0.01,0.02,0.02,90.9,55.8,68.4,93,25,61,
Mendocino,7/17/2018,39.038859,-123.38493,2018-07-17T11:13:00Z,,90,Mendocino,38.982581,-123.08928,106,0,0.81,1.38,1.38,98.1,52.2,76.2,92,31,52,
San Bernardino,7/18/2018,34.22526,-117.40967,2018-07-18T11:55:00Z,,100,San Bernardino,34.255942,-117.21814,192,0,0,0,0,81.3,58.9,71.5,86,50,66,
Tulare,7/18/2018,36.21634,-118.82989,2018-07-18T14:24:00Z,,100,Tulare,36.3605,-119.05935,86,0,0,0,0,100.4,,92.4,69,21,30,
