Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,,,,,,
Siskiyou,6/8/2019,41.64895,-122.35962,2019-06-08T14:37:00Z,47,,17,,,,2019-06-17T15:16:00Z,,,,2019-06-08,2019,6,8
Monterey,6/26/2018,35.95515,-120.86256,2018-06-26T07:11:00Z,27,,375,,,,2019-06-21T08:51:41Z,,,,2018-06-26,2018,6,26
San Diego,6/20/2019,33.39684,-117.29665,2019-06-20T14:56:00Z,37,,120,,,,2019-06-21T14:22:00Z,,,,2019-06-20,2019,6,20
Siskiyou,6/16/2019,41.94622,-122.40157,2019-06-16T20:33:00Z,47,,10,,,,2019-06-21T14:23:00Z,,,,2019-06-16,2019,6,16
San Luis Obispo,6/12/2019,35.66318,-120.41128,2019-06-12T12:48:00Z,40,,1764,,,,2019-06-24T10:25:00Z,,,,2019-06-12,2019,6,12
Riverside,6/21/2019,33.919507,-117.103765,2019-06-21T14:42:00Z,33,,525,,,,2019-06-24T11:06:00Z,,,,2019-06-21,2019,6,21
Siskiyou,6/15/2019,39.28926,-121.85906,2019-06-15T15:29:00Z,47,,207,,,,2019-06-24T11:06:00Z,,,,2019-06-15,2019,6,15
Kings,6/21/2019,35.81778,-120.09715,2019-06-21T13:02:00Z,16,,161,,,,2019-06-24T11:43:00Z,,,,2019-06-21,2019,6,21
Yuba,6/22/2019,39.24678,-121.32399,2019-06-22T03:12:00Z,58,,80,,,,2019-06-24T11:43:00Z,,,,2019-06-22,2019,6,22
Riverside,6/10/2019,33.57039,-116.1466,2019-06-10T14:25:00Z,33,,55,,,,2019-06-24T11:44:00Z,,,,2019-06-10,2019,6,10
Tehama,4/28/2019,39.97083,-122.48277,2019-04-28T22:20:00Z,52,,46,,,,2019-06-24T11:45:00Z,,,,2019-04-28,2019,4,28
Alameda,5/29/2019,37.75427,-121.57382,2019-05-29T21:06:00Z,1,,30,,,,2019-06-24T11:46:00Z,,,,2019-05-29,2019,5,29
Butte,6/17/2019,39.76242,-121.73659,2019-06-17T17:50:00Z,4,,17,,,,2019-06-24T16:56:00Z,,,,2019-06-17,2019,6,17
San Diego,6/24/2019,33.30267,-116.97772,2019-06-24T11:57:00Z,37,,15,,,,2019-06-24T18:30:00Z,,,,2019-06-24,2019,6,24
Yuba,6/25/2019,39.24678,-121.32399,2019-06-25T13:51:09Z,58,,80,,,,2019-06-25T13:50:00Z,,,,2019-06-25,2019,6,25
Monterey,6/26/2019,36.28426,-120.94771,2019-06-26T15:35:00Z,27,,2546,,,,2019-06-26T06:00:00Z,,,,2019-06-26,2019,6,26
Shasta,6/26/2019,40.41404,-122.66779,2019-06-26T09:18:22Z,45,,90,,,,2019-06-26T18:02:00Z,,,,2019-06-26,2019,6,26
Stanislaus,6/26/2019,37.46577,-121.28312,2019-06-26T22:43:07Z,50,,2422,,,,2019-06-27T08:26:00Z,,,,2019-06-26,2019,6,26
Placer,6/26/2019,38.73817,-121.39419,2019-06-26T18:06:54Z,31,,148,,,,2019-06-27T08:48:00Z,,,,2019-06-26,2019,6,26
Riverside,6/27/2019,33.80493,-117.15738,2019-06-27T16:14:25Z,33,,20,,,,2019-06-27T17:36:00Z,,,,2019-06-27,2019,6,27
Santa Clara,6/26/2019,37.494136,-121.534827,2019-06-26T08:54:24Z,43,,17,,,,2019-06-27T19:06:00Z,,,,2019-06-26,2019,6,26
Nevada,6/28/2019,39.40972222,-121.0005556,2019-06-28T15:03:04Z,29,,2,,,,2019-06-28T17:33:00Z,,,,2019-06-28,2019,6,28
Butte,6/29/2019,39.32889,-121.23431,2019-06-29T22:07:59Z,4,,12,,,,2019-06-29T18:20:00Z,,,,2019-06-29,2019,6,29
Riverside,6/29/2019,33.911,-116.980528,2019-06-29T12:54:13Z,33,,214,,,,2019-06-30T15:51:00Z,,,,2019-06-29,2019,6,29
San Diego,6/29/2019,32.62305556,-116.9141667,2019-06-29T11:11:55Z,37,,28,,,,2019-06-30T16:50:00Z,,,,2019-06-29,2019,6,29
Merced,6/29/2019,37.312877,-120.242411,2019-06-29T15:09:52Z,24,,210,,,,2019-07-02T15:51:00Z,,,,2019-06-29,2019,6,29
Santa Clara,7/2/2019,37.18904,-121.694968,2019-07-02T16:10:02Z,43,,74,,,,2019-07-02T18:32:00Z,,,,2019-07-02,2019,7,2
San Joaquin,7/5/2019,37.63206,-121.538382,2019-07-05T09:46:01.973Z,39,,283,,,,2019-07-05T03:20:00Z,,,,2019-07-05,2019,7,5
Alameda,7/3/2019,37.469,-121.3697,2019-07-03T15:34:12Z,1,,25,,,,2019-07-05T07:50:00Z,,,,2019-07-03,2019,7,3
Contra Costa,7/5/2019,37.99837,-122.16201,2019-07-05T13:33:56Z,7,,24,,,,2019-07-05T14:58:00Z,,,,2019-07-05,2019,7,5
Lassen,7/5/2019,40.679318,-120.392768,2019-07-05T16:37:04Z,18,,263,,,,2019-07-06T07:49:00Z,,,,2019-07-05,2019,7,5
Shasta,7/5/2019,40.41741,-122.767256,2019-07-05T14:46:33Z,45,,30,,,,2019-07-06T20:03:00Z,,,,2019-07-05,2019,7,5
San Luis Obispo,7/8/2019,35.63111111,-120.2691667,2019-07-08T16:44:08Z,40,,974,,,,2019-07-09T18:22:00Z,,,,2019-07-08,2019,7,8
Monterey,7/9/2019,35.95191,-120.8092,2019-07-09T21:43:36Z,27,,190,,,,2019-07-10T16:04:00Z,,,,2019-07-09,2019,7,9
Riverside,7/11/2019,33.69055556,-116.953889,2019-07-11T16:27:17Z,33,,20,,,,2019-07-11T08:26:00Z,,,,2019-07-11,2019,7,11
Alameda,7/12/2019,37.093243,-121.586846,2019-07-12T18:40:09Z,1,,22,,,,2019-07-12T19:20:00Z,,,,2019-07-12,2019,7,12
Riverside,7/13/2019,33.8128372,-117.1228851,2019-07-13T10:36:00Z,33,,96,,,,2019-07-13T15:13:00Z,,,,2019-07-13,2019,7,13
Ventura,7/14/2019,34.366111,-118.96,2019-07-14T11:45:00Z,56,,131,,,,2019-07-15T14:10:00Z,,,,2019-07-14,2019,7,14
San Diego,7/12/2019,32.566389,-116.7525,2019-07-12T13:20:39Z,37,,100,,,,2019-07-15T17:10:00Z,,,,2019-07-12,2019,7,12
Santa Clara,7/15/2019,37.32555556,-121.7644444,2019-07-15T11:12:00Z,43,,47,,,,2019-07-15T18:19:00Z,,,,2019-07-15,2019,7,15
State of Nevada,7/15/2019,39.631945,-119.769881,2019-07-15T10:49:00Z,59,,1165,,,,2019-07-16T06:48:00Z,,,,2019-07-15,2019,7,15
Madera,7/15/2019,37.016944,-119.934167,2019-07-15T18:19:31Z,20,,213,,,,2019-07-16T06:49:00Z,,,,2019-07-15,2019,7,15
Stanislaus,7/13/2019,37.944751,-120.84372,2019-07-13T18:42:22Z,50,,202,,,,2019-07-16T08:50:00Z,,,,2019-07-13,2019,7,13
Lassen,7/14/2019,40.072739,-120.158273,2019-07-14T14:02:31Z,18,,193,,,,2019-07-16T09:00:00Z,,,,2019-07-14,2019,7,14
Riverside,7/12/2019,33.514658,-116.7884,2019-07-12T17:15:31Z,33,,81,,,,2019-07-17T10:00:00Z,,,,2019-07-12,2019,7,12
Riverside,7/16/2019,33.56938,-116.07896,2019-07-16T13:45:43Z,33,,80,,,,2019-07-17T21:29:00Z,,,,2019-07-16,2019,7,16
Stanislaus,7/18/2019,37.420988,-121.371276,2019-07-18T09:07:57Z,50,,35,,,,2019-07-18T10:29:00Z,,,,2019-07-18,2019,7,18
San Diego,7/17/2019,32.794768,-116.839743,2019-07-17T17:42:04Z,37,,25,,,,2019-07-18T15:58:00Z,,,,2019-07-17,2019,7,17
Calaveras,7/18/2019,38.115224,-120.78068,2019-07-18T18:31:00Z,5,,27,,,,2019-07-20T08:56:00Z,,,,2019-07-18,2019,7,18
Modoc,7/17/2019,41.909,-120.306,2019-07-17T16:13:41Z,25,,128,,,,2019-07-20T09:05:00Z,,,,2019-07-17,2019,7,17
El Dorado,7/30/2019,38.757636,-120.75664,2019-07-30T19:27:46Z,9,,13,,,,2019-07-31T06:47:00Z,,,,2019-07-30,2019,7,30
Modoc,8/2/2019,41.43783,-120.23976,2019-08-02T09:23:00Z,25,,103,,,,2019-08-02T14:03:00Z,,,,2019-08-02,2019,8,2
Sacramento,8/2/2019,38.3525,-121.123611,2019-08-02T14:45:00Z,34,,84,,,,2019-08-02T17:00:00Z,,,,2019-08-02,2019,8,2
Sacramento,8/2/2019,38.622058,-121.114095,2019-08-02T16:53:18Z,34,,50,,,,2019-08-02T21:39:00Z,,,,2019-08-02,2019,8,2
San Diego,8/1/2019,32.575556,-117.026667,2019-08-01T14:53:15Z,37,,448,,,,2019-08-03T09:10:00Z,,,,2019-08-01,2019,8,1
San Bernardino,8/3/2019,34.202883,-116.4449,2019-08-03T17:22:51Z,36,,26,,,,2019-08-04T06:39:00Z,,,,2019-08-03,2019,8,3
Los Angeles,8/3/2019,34.677864,-118.752395,2019-08-03T17:01:15Z,19,,156,,,,2019-08-05T12:25:00Z,,,,2019-08-03,2019,8,3
Santa Barbara,7/28/2019,34.665699,-119.94974,2019-07-28T22:39:05Z,42,,100,,,,2019-08-05T12:27:00Z,,,,2019-07-28,2019,7,28
Contra Costa,8/3/2019,37.908362,-121.872941,2019-08-03T03:16:00Z,7,,757,,,,2019-08-06T18:42:00Z,,,,2019-08-03,2019,8,3
Riverside,8/5/2019,33.740219,-117.333728,2019-08-05T15:36:23Z,33,,94,,,,2019-08-06T18:42:00Z,,,,2019-08-05,2019,8,5
Kern,8/5/2019,35.287373,-118.623651,2019-08-05T13:56:02Z,15,,29,,,,2019-08-06T18:43:00Z,,,,2019-08-05,2019,8,5
Tuolumne,8/8/2019,37.949747,-120.420058,2019-08-08T16:16:40Z,55,,21,,,,2019-08-08T17:12:00Z,,,,2019-08-08,2019,8,8
Yolo,8/10/2019,39.171091,-121.423281,2019-08-10T18:47:02Z,57,,33,,,,2019-08-10T15:07:00Z,,,,2019-08-10,2019,8,10
Modoc,8/8/2019,41.79591,-121.260305,2019-08-08T14:55:59Z,25,,14217,,,,2019-08-11T10:28:00Z,,,,2019-08-08,2019,8,8
Lassen,8/8/2019,40.943799,-120.275298,2019-08-08T18:42:41Z,18,,1020,,,,2019-08-11T11:35:00Z,,,,2019-08-08,2019,8,8
Lake,7/28/2019,38.99174,-122.7751,2019-07-28T15:58:00Z,17,,20,,,,2019-08-11T12:16:00Z,,,,2019-07-28,2019,7,28
Monterey,7/30/2019,36.008889,-121.466944,2019-07-30T13:28:17Z,27,,280,,,,2019-08-12T08:20:00Z,,,,2019-07-30,2019,7,30
Riverside,8/12/2019,33.909792,-117.004667,2019-08-12T10:53:10Z,33,,20,,,,2019-08-12T08:21:00Z,,,,2019-08-12,2019,8,12
Solano,8/12/2019,38.455,-121.969167,2019-08-12T14:16:53Z,48,,81,,,,2019-08-13T16:15:00Z,,,,2019-08-12,2019,8,12
Shasta,8/13/2019,40.46968,-122.54364,2019-08-13T15:41:24Z,45,,46,,,,2019-08-13T18:00:00Z,,,,2019-08-13,2019,8,13
Colusa,8/14/2019,39.088333,-122.309167,2019-08-14T12:52:00Z,6,,20,,,,2019-08-14T18:51:00Z,,,,2019-08-14,2019,8,14
El Dorado,8/14/2019,38.703889,-120.890556,2019-08-14T16:07:49Z,9,,16,,,,2019-08-14T18:52:00Z,,,,2019-08-14,2019,8,14
San Diego,8/15/2019,32.57394,-116.760465,2019-08-15T17:47:43Z,37,,80,,,,2019-08-16T10:35:00Z,,,,2019-08-15,2019,8,15
El Dorado,8/15/2019,38.652475,-120.826165,2019-08-15T16:24:24Z,9,,35,,,,2019-08-16T18:44:00Z,,,,2019-08-15,2019,8,15
Mexico,8/16/2019,32.573437,-116.658735,2019-08-16T06:14:55Z,62,,1507,,,,2019-08-17T14:30:00Z,,,,2019-08-16,2019,8,16
Mendocino,8/12/2019,39.005262,-123.195306,2019-08-12T17:10:00Z,23,,225,,,,2019-08-17T18:15:00Z,,,,2019-08-12,2019,8,12
Shasta,8/15/2019,40.484329,-122.159393,2019-08-15T15:09:55Z,45,,156,,,,2019-08-17T18:43:00Z,,,,2019-08-15,2019,8,15
State of Oregon,8/9/2019,42.033,-122.175,2019-08-09T23:08:25Z,61,,1301,,,,2019-08-18T16:33:00Z,,,,2019-08-09,2019,8,9
Alameda,8/21/2019,37.71734,-121.55867,2019-08-21T17:56:05Z,1,,139,,,,2019-08-21T18:27:00Z,,,,2019-08-21,2019,8,21
Riverside,8/22/2019,33.4506,-116.857817,2019-08-22T19:31:10Z,33,,34,,,,2019-08-23T23:00:00Z,,,,2019-08-22,2019,8,22
Riverside,8/25/2019,33.77777348,-117.487578,2019-08-25T10:58:28Z,33,,80,,,,2019-08-25T13:00:00Z,,,,2019-08-25,2019,8,25
Shasta,8/22/2019,40.715556,-122.241944,2019-08-22T11:02:09Z,45,,600,,,,2019-08-26T17:00:00Z,,,,2019-08-22,2019,8,22
Riverside,8/27/2019,33.463991,-116.914799,2019-08-27T11:33:56Z,33,,12,,,,2019-08-27T08:54:00Z,,,,2019-08-27,2019,8,27
Lassen,8/24/2019,39.892222,-120.029722,2019-08-24T17:25:04Z,18,,2438,,,,2019-08-27T09:01:00Z,,,,2019-08-24,2019,8,24
Lassen,8/24/2019,40.562,-120.544,2019-08-24T16:33:58Z,18,,131,,,,2019-08-27T10:44:00Z,,,,2019-08-24,2019,8,24
Mexico,8/25/2019,32.557546,-116.873955,2019-08-25T16:15:15Z,"62,37",,25,,,,2019-08-28T08:54:00Z,,,,2019-08-25,2019,8,25
San Diego,8/25/2019,32.557546,-116.873955,2019-08-25T16:15:15Z,"62,37",,25,,,,2019-08-28T08:54:00Z,,,,2019-08-25,2019,8,25
Alameda,8/31/2019,37.718636,-121.657011,2019-08-31T12:55:15Z,1,,19,,,,2019-08-31T12:50:00Z,,,,2019-08-31,2019,8,31
Monterey,9/1/2019,35.906482,-120.992914,2019-09-01T16:35:55Z,27,,66,,,,2019-09-02T10:08:00Z,,,,2019-09-01,2019,9,1
Alameda,9/2/2019,37.545167,-121.596667,2019-09-02T14:36:35Z,1,,11,,,,2019-09-02T19:13:00Z,,,,2019-09-02,2019,9,2
San Benito,9/2/2019,36.600167,-120.8405,2019-09-02T15:40:37Z,35,,167,,,,2019-09-03T07:11:00Z,,,,2019-09-02,2019,9,2
Lassen,8/28/2019,40.593,-120.581,2019-08-28T19:48:14Z,18,,3380,,,,2019-09-04T16:22:00Z,,,,2019-08-28,2019,8,28
San Benito,9/4/2019,36.732866,-121.39478,2019-09-04T20:33:59Z,35,,17,,,,2019-09-04T20:33:00Z,,,,2019-09-04,2019,9,4
Ventura,9/1/2019,34.71011,-119.3547,2019-09-01T17:37:43Z,56,,279,,,,2019-09-05T08:14:00Z,,,,2019-09-01,2019,9,1
San Joaquin,9/4/2019,38.017138,-120.945044,2019-09-04T16:26:00Z,39,,44,,,,2019-09-05T10:03:00Z,,,,2019-09-04,2019,9,4
Lake,9/5/2019,38.910498,-122.642572,2019-09-05T14:33:01Z,17,,28,,,,2019-09-05T19:56:00Z,,,,2019-09-05,2019,9,5
Santa Cruz,9/3/2019,37.178353,-122.07743,2019-09-03T14:57:31Z,44,,10,,,,2019-09-06T07:24:00Z,,,,2019-09-03,2019,9,3
El Dorado,9/2/2019,38.898915,-120.946657,2019-09-02T20:27:29Z,9,,85,,,,2019-09-06T08:00:00Z,,,,2019-09-02,2019,9,2
San Bernardino,9/3/2019,34.353667,-117.343833,2019-09-03T15:36:45Z,36,,15,,,,2019-09-06T19:48:00Z,,,,2019-09-03,2019,9,3
Riverside,9/7/2019,33.9369,-117.3063,2019-09-07T14:00:00Z,33,,250,,,,2019-09-08T07:00:00Z,,,,2019-09-07,2019,9,7
Lake,9/7/2019,38.955024,-122.833831,2019-09-07T20:31:46Z,17,,53,,,,2019-09-08T18:00:00Z,,,,2019-09-07,2019,9,7
Siskiyou,9/10/2019,41.512917,-122.740333,2019-09-10T10:43:58Z,47,,15,,,,2019-09-10T10:45:00Z,,,,2019-09-10,2019,9,10
Riverside,9/7/2019,33.496633,-116.631106,2019-09-07T18:19:16Z,33,,10,,,,2019-09-10T19:27:00Z,,,,2019-09-07,2019,9,7
Lassen,9/6/2019,44.734,-120.606,2019-09-06T13:20:00Z,18,,260,,,,2019-09-11T18:30:00Z,,,,2019-09-06,2019,9,6
Trinity,9/7/2019,41.150392,-122.634108,2019-09-07T08:49:58Z,53,,280,,,,2019-09-12T10:08:00Z,,,,2019-09-07,2019,9,7
Butte,9/6/2019,39.470333,-121.412333,2019-09-06T15:18:52Z,4,,58,,,,2019-09-12T18:49:00Z,,,,2019-09-06,2019,9,6
Tehama,9/6/2019,40.12,-122.64,2019-09-06T11:34:27Z,52,,8838,,,,2019-09-13T07:19:00Z,,,,2019-09-06,2019,9,6
Modoc,9/5/2019,41.748,-121.056,2019-09-05T13:19:56Z,25,,5737,,,,2019-09-13T19:00:00Z,,,,2019-09-05,2019,9,5
Butte,9/7/2019,39.45296,-121.412619,2019-09-07T15:06:00Z,4,,496,,,,2019-09-13T19:00:00Z,,,,2019-09-07,2019,9,7
Stanislaus,9/13/2019,37.492002,-120.401028,2019-09-13T20:00:29Z,50,,11,,,,2019-09-13T21:43:00Z,,,,2019-09-13,2019,9,13
Riverside,9/9/2019,33.528469,-117.273157,2019-09-09T17:42:43Z,33,,1926,,,,2019-09-14T08:00:00Z,,,,2019-09-09,2019,9,9
Santa Barbara,9/4/2019,34.630919,-120.187368,2019-09-04T16:43:36Z,42,,200,,,,2019-09-14T19:00:00Z,,,,2019-09-04,2019,9,4
Trinity,9/5/2019,40.062304,-123.222196,2019-09-05T09:25:00Z,53,,244,,,,2019-09-18T12:17:00Z,,,,2019-09-05,2019,9,5
Riverside,9/21/2019,33.635,-116.801111,2019-09-21T17:22:00Z,33,,167,,,,2019-09-22T17:00:00Z,,,,2019-09-21,2019,9,21
Riverside,9/15/2019,33.900994,-117.170588,2019-09-15T20:13:05Z,33,,98,,,,2019-09-22T18:00:00Z,,,,2019-09-15,2019,9,15
Santa Clara,9/23/2019,37.467744,-121.842751,2019-09-23T15:55:57Z,43,,128,,,,2019-09-24T10:21:00Z,,,,2019-09-23,2019,9,23
Tuolumne,9/24/2019,37.838333,-120.625556,2019-09-24T08:40:45Z,55,,83,,,,2019-09-24T14:52:00Z,,,,2019-09-24,2019,9,24
Shasta,9/21/2019,40.612556,-122.039167,2019-09-21T11:49:00Z,45,,16,,,,2019-09-24T18:00:00Z,,,,2019-09-21,2019,9,21
San Diego,9/25/2019,32.87833333,-116.88,2019-09-25T13:13:41Z,37,,52,,,,2019-09-25T17:00:00Z,,,,2019-09-25,2019,9,25
Amador,9/25/2019,38.332083,-120.67131,2019-09-25T14:17:25Z,3,,10,,,,2019-09-25T20:00:00Z,,,,2019-09-25,2019,9,25
Siskiyou,9/7/2019,41.4929742,-123.2129356,2019-09-07T08:47:46Z,47,,227,,,,2019-09-26T08:00:00Z,,,,2019-09-07,2019,9,7
San Luis Obispo,9/21/2019,35.214364,-120.455883,2019-09-21T14:26:00Z,40,,220,,,,2019-09-27T18:00:00Z,,,,2019-09-21,2019,9,21
Butte,9/28/2019,39.622137,-121.693472,2019-09-28T17:48:10Z,4,,300,,,,2019-09-28T18:40:00Z,,,,2019-09-28,2019,9,28
El Dorado,9/29/2019,38.538467,-120.965105,2019-09-29T21:44:45Z,9,,22,,,,2019-09-29T21:35:00Z,,,,2019-09-29,2019,9,29
Riverside,9/30/2019,33.703546,-117.033598,2019-09-30T07:07:00Z,33,,19,,,,2019-09-30T09:05:00Z,,,,2019-09-30,2019,9,30
Glenn,10/4/2019,41.70611111,-123.4375,2019-10-04T12:03:48Z,11,,63,,,,2019-10-03T12:03:00Z,,,,2019-10-04,2019,10,4
Stanislaus,10/3/2019,37.429506,-121.336465,2019-10-03T13:36:04Z,50,,18,,,,2019-10-04T10:39:00Z,,,,2019-10-03,2019,10,3
Napa,10/7/2019,38.165873,-122.211671,2019-10-07T09:58:51.763Z,28,,526,,,,2019-10-07T09:58:00Z,,,,2019-10-07,2019,10,7
Santa Clara,10/7/2019,37.066483,-121.219163,2019-10-07T11:03:29.963Z,43,,29,,,,2019-10-07T11:03:00Z,,,,2019-10-07,2019,10,7
Tehama,10/6/2019,40.314187,-122.070055,2019-10-06T16:36:50Z,52,,11,,,,2019-10-07T18:34:00Z,,,,2019-10-06,2019,10,6
Alameda,10/9/2019,37.606,-121.853,2019-10-09T09:52:52.477Z,1,,12,,,,2019-10-08T09:52:00Z,,,,2019-10-09,2019,10,9
Tehama,10/8/2019,39.847708,-122.160416,2019-10-08T17:25:12Z,52,,10,,,,2019-10-08T17:51:00Z,,,,2019-10-08,2019,10,8
Tehama,10/9/2019,39.847708,-122.1604,2019-10-09T08:31:40Z,52,,68,,,,2019-10-09T12:39:00Z,,,,2019-10-09,2019,10,9
Contra Costa,10/10/2019,37.828267,-122.103867,2019-10-10T06:42:19Z,7,,40,,,,2019-10-10T12:00:00Z,,,,2019-10-10,2019,10,10
Shasta,10/10/2019,40.4988,-122.19911,2019-10-10T12:08:00Z,45,,42,,,,2019-10-10T18:11:00Z,,,,2019-10-10,2019,10,10
Riverside,10/10/2019,33.827979,-117.499619,2019-10-10T15:49:07Z,33,,9,,,,2019-10-10T19:05:00Z,,,,2019-10-10,2019,10,10
Monterey,10/9/2019,35.79069,-120.73102,2019-10-09T06:52:14Z,"27,40",,289,,,,2019-10-11T07:30:00Z,,,,2019-10-09,2019,10,9
San Luis Obispo,10/9/2019,35.79069,-120.73102,2019-10-09T06:52:14Z,"27,40",,289,,,,2019-10-11T07:30:00Z,,,,2019-10-09,2019,10,9
San Luis Obispo,10/11/2019,35.709176,-120.312856,2019-10-11T12:30:19Z,40,,30,,,,2019-10-11T16:21:00Z,,,,2019-10-11,2019,10,11
Riverside,10/10/2019,33.8615,-116.897333,2019-10-10T18:36:46Z,33,,75,,,,2019-10-12T17:22:00Z,,,,2019-10-10,2019,10,10
Ventura,10/11/2019,34.23955,-119.20187,2019-10-11T15:57:10Z,56,,200,,,,2019-10-12T18:00:00Z,,,,2019-10-11,2019,10,11
Riverside,10/10/2019,33.975405,-117.207068,2019-10-10T14:18:17Z,33,,350,,,,2019-10-13T07:30:00Z,,,,2019-10-10,2019,10,10
Lassen,10/13/2019,40.387772,-120.304341,2019-10-13T14:45:37Z,18,,55,,,,2019-10-16T13:44:00Z,,,,2019-10-13,2019,10,13
San Diego,10/15/2019,32.762706,-117.097441,2019-10-15T17:41:57Z,37,,10,,,,2019-10-16T13:50:00Z,,,,2019-10-15,2019,10,15
Fresno,10/18/2019,36.319291,-120.460189,2019-10-18T12:17:32Z,10,,137,,,,2019-10-19T15:00:00Z,,,,2019-10-18,2019,10,18
Santa Barbara,10/17/2019,34.484722,-120.190833,2019-10-17T16:31:00Z,42,,420,,,,2019-10-21T06:00:00Z,,,,2019-10-17,2019,10,17
San Bernardino,10/21/2019,34.033117,-117.21545,2019-10-21T08:16:33Z,36,,11,,,,2019-10-22T13:30:00Z,,,,2019-10-21,2019,10,21
Butte,10/24/2019,39.551423,-121.800538,2019-10-24T14:43:10Z,4,,80,,,,2019-10-24T17:15:00Z,,,,2019-10-24,2019,10,24
San Diego,10/24/2019,33.259861,-117.027333,2019-10-24T20:15:36Z,37,,37,,,,2019-10-27T12:11:00Z,,,,2019-10-24,2019,10,24
Alameda,10/24/2019,37.62782,-121.68598,2019-10-24T23:16:18Z,1,,35,,,,2019-10-27T13:55:00Z,,,,2019-10-24,2019,10,24
San Mateo,10/25/2019,37.166674,-122.361112,2019-10-25T15:05:52Z,41,,62,,,,2019-10-27T18:05:00Z,,,,2019-10-25,2019,10,25
Tehama,10/27/2019,40.00171,-122.25421,2019-10-27T02:47:20Z,52,,605,,,,2019-10-28T07:22:00Z,,,,2019-10-27,2019,10,27
Contra Costa,10/27/2019,37.99136,-121.64118,2019-10-27T08:50:23Z,7,,200,,,,2019-10-28T16:26:00Z,,,,2019-10-27,2019,10,27
Contra Costa,10/27/2019,38.03545,-122.2241,2019-10-27T17:36:15Z,7,,150,,,,2019-10-28T16:26:00Z,,,,2019-10-27,2019,10,27
Solano,10/27/2019,38.07205,-122.22463,2019-10-27T11:52:15Z,48,,140,,,,2019-10-28T16:28:00Z,,,,2019-10-27,2019,10,27
San Diego,10/27/2019,33.055124,-116.742508,2019-10-27T11:29:03Z,37,,97,,,,2019-10-28T16:30:00Z,,,,2019-10-27,2019,10,27
Contra Costa,10/25/2019,37.97911,-122.11092,2019-10-25T10:52:04Z,7,,50,,,,2019-10-28T19:31:00Z,,,,2019-10-25,2019,10,25
Los Angeles,10/10/2019,34.32988,-118.48161,2019-10-10T21:02:00Z,19,,8799,,,,2019-10-31T09:10:00Z,,,,2019-10-10,2019,10,10
Los Angeles,10/21/2019,34.055768,-118.554091,2019-10-21T11:52:52Z,19,,42,,,,2019-10-31T14:16:00Z,,,,2019-10-21,2019,10,21
Riverside,11/1/2019,33.849906,-117.461363,2019-11-01T13:04:34Z,33,,19,,,,2019-11-01T08:55:00Z,,,,2019-11-01,2019,11,1
Ventura,10/30/2019,34.282179,-118.803389,2019-10-30T11:19:00Z,56,,1806,,,,2019-11-02T18:44:00Z,,,,2019-10-30,2019,10,30
Riverside,10/30/2019,34.01778,-117.4625,2019-10-30T07:45:14Z,33,,494,,,,2019-11-02T18:57:00Z,,,,2019-10-30,2019,10,30
Mendocino,10/31/2019,39.22431,-123.12887,2019-10-31T06:22:34Z,23,,703,,,,2019-11-03T16:15:00Z,,,,2019-10-31,2019,10,31
Riverside,10/27/2019,33.985972,-117.414111,2019-10-27T14:54:40Z,33,,328,,,,2019-11-03T18:52:00Z,,,,2019-10-27,2019,10,27
Los Angeles,10/31/2019,34.098191,-118.478717,2019-10-31T06:53:47Z,19,,745,,,,2019-11-05T09:03:00Z,,,,2019-10-31,2019,10,31
San Bernardino,10/28/2019,34.183,-117.285,2019-10-28T06:46:55Z,36,,200,,,,2019-11-05T17:30:00Z,,,,2019-10-28,2019,10,28
Sonoma,10/31/2019,38.792458,-122.780053,2019-10-31T20:58:28Z,49,,77758,,,,2019-11-06T18:00:00Z,,,,2019-10-31,2019,10,31
Ventura,11/5/2019,34.302212,-118.997115,2019-11-05T06:52:14Z,56,,9999,,,,2019-11-06T18:30:00Z,,,,2019-11-05,2019,11,5
Lake,10/23/2019,39.100408,-122.496548,2019-10-23T21:27:00Z,17,,75,,,,2019-11-06T19:00:00Z,,,,2019-10-23,2019,10,23
Tehama,11/3/2019,40.036379,-122.637837,2019-11-03T14:16:17Z,52,,2534,,,,2019-11-14T18:02:00Z,,,,2019-11-03,2019,11,3
Inyo,9/6/2019,37.034,-118.345,2019-09-06T12:23:00Z,14,,10296,,,,2019-11-21T16:08:00Z,,,,2019-09-06,2019,9,6
Inyo,9/6/2019,36.284,-118.228,2019-09-06T12:43:35Z,14,,1975,,,,2019-11-21T16:09:00Z,,,,2019-09-06,2019,9,6
Tehama,9/5/2019,40.109,-122.789,2019-09-05T19:59:46Z,52,,5332,,,,2019-12-02T16:12:00Z,,,,2019-09-05,2019,9,5
Santa Barbara,11/25/2019,34.5025,-119.785,2019-11-25T19:59:12Z,42,,3126,,,,2019-12-14T08:22:00Z,,,,2019-11-25,2019,11,25
Mariposa,8/16/2019,37.536069,-120.177018,2019-08-16T14:11:02Z,22,,1300,,,,,,,,2019-08-16,2019,8,16
Riverside,10/10/2019,33.9925,-117.059167,2019-10-10T15:38:44Z,33,,1011,,,,,,,,2019-10-10,2019,10,10
Placer,11/25/2019,38.838992,-121.325842,2019-11-25T12:39:44Z,31,,355,,,,,,,,2019-11-25,2019,11,25
