Wildfire_Probability,FormattedDate,Stn Id,Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%)
1,2019-10-07 00:00:00,109,0,0.004574565,0.001740947,0.001413627,0.544217687,0.446808511
1,2019-10-07 00:00:00,211,0,0,0,0,0.555102041,0.361702128
1,2019-10-08 00:00:00,222,0,0.028362306,0.010793872,0.00876449,0.53877551,0.425531915
1,2019-10-09 00:00:00,191,0,0.01189387,0.004526462,0.004240882,0.484353741,0.382978723
1,2019-10-09 00:00:00,113,0,0,0,0,0.454421769,0.627659574
1,2019-10-09 00:00:00,163,0,0,0.000348189,0.001130902,0.414965986,0.563829787
1,2019-10-09 00:00:00,222,0,0.028362306,0.010793872,0.00876449,0.504761905,0.159574468
1,2019-10-10 00:00:00,178,0,0,0,0,0.43537415,0.223404255
1,2019-10-10 00:00:00,215,0.010416667,0.001829826,0.000696379,0.000565451,0.559183673,0.159574468
1,2019-10-10 00:00:00,44,0,0.000914913,0.000348189,0.000282725,0.553741497,0.212765957
1,2019-10-10 00:00:00,44,0,0.000914913,0.000348189,0.000282725,0.553741497,0.212765957
1,2019-10-10 00:00:00,44,0,0.000914913,0.000348189,0.000282725,0.553741497,0.212765957
1,2019-10-10 00:00:00,239,0,0.010978957,0.004526462,0.004240882,0.540136054,0.308510638
1,2019-10-10 00:00:00,224,0,0.082342177,0.031337047,0.042126096,0.536054422,0.074468085
1,2019-10-10 00:00:00,152,0,0.006404392,0.003481894,0.00310998,0.583673469,0.191489362
1,2019-10-11 00:00:00,13,0,0.196706313,0.075208914,0.061351428,0.531972789,0.276595745
1,2019-10-11 00:00:00,163,0,0,0,0.001130902,0.394557823,0.319148936
1,2019-10-11 00:00:00,198,0,0.000914913,0.000348189,0.000282725,0.678911565,0
1,2019-10-13 00:00:00,57,0,0.132662397,0.057103064,0.046366978,0.284353741,0.35106383
1,2019-10-14 00:00:00,136,0,0.000914913,0.001392758,0.001979078,0.644897959,0.35106383
1,2019-10-15 00:00:00,213,0,0.017383349,0.007311978,0.00621996,0.39047619,0.861702128
1,2019-10-15 00:00:00,184,0,0.010064044,0.005222841,0.00621996,0.546938776,0.776595745
1,2019-10-17 00:00:00,106,0,0.000914913,0.000348189,0.000282725,0.40952381,0.64893617
1,2019-10-17 00:00:00,64,0,0.005489478,0.002437326,0.001979078,0.468027211,0.64893617
1,2019-10-18 00:00:00,205,0,0,0,0,0.482993197,0.382978723
1,2019-10-21 00:00:00,99,0,0.002744739,0.001044568,0.000848176,0.711564626,0.191489362
1,2019-10-21 00:00:00,251,0,0.005489478,0.004874652,0.012157195,0.647619048,0.191489362
1,2019-10-22 00:00:00,153,0,0.000914913,0.000348189,0.000282725,0.663945578,0.361702128
1,2019-10-23 00:00:00,250,0,0,0.002089136,0.001696353,0.688435374,0
1,2019-10-24 00:00:00,191,0,0.002744739,0.004526462,0.003675431,0.565986395,0.255319149
1,2019-10-24 00:00:00,12,0,0.01189387,0.012883008,0.010460843,0.57414966,0.234042553
1,2019-10-24 00:00:00,204,0,0,0,0.000282725,0.73877551,0
1,2019-10-24 00:00:00,157,0,0.000914913,0.000696379,0.001130902,0.617687075,0.223404255
1,2019-10-24 00:00:00,192,0,0.006404392,0.009401114,0.015549901,0.394557823,0.191489362
1,2019-10-24 00:00:00,153,0,0.000914913,0.000348189,0.000282725,0.71292517,0
1,2019-10-25 00:00:00,170,0,0.000914913,0.007660167,0.00621996,0.552380952,0.287234043
1,2019-10-25 00:00:00,253,0,0.008234218,0.013231198,0.011591744,0.568707483,0
1,2019-10-27 00:00:00,213,0,0.000914913,0.007311978,0.005937235,0.472108844,0.14893617
1,2019-10-27 00:00:00,247,0,0.001829826,0.003133705,0.002544529,0.481632653,0.223404255
1,2019-10-27 00:00:00,44,0,0.000914913,0.000348189,0.000282725,0.507482993,0.404255319
1,2019-10-27 00:00:00,153,0,0.000914913,0.000348189,0.000282725,0.453061224,0.840425532
1,2019-10-27 00:00:00,212,0,0,0.000696379,0.001130902,0.474829932,0.170212766
1,2019-10-27 00:00:00,222,0,0.001829826,0.011490251,0.009329941,0.421768707,0.191489362
1,2019-10-28 00:00:00,192,0,0.004574565,0.005571031,0.014418999,0.183673469,0.287234043
1,2019-10-30 00:00:00,44,0,0,0.000348189,0.000282725,0.43537415,0.085106383
1,2019-10-30 00:00:00,217,0,0,0.005571031,0.00876449,0.472108844,0.010638298
1,2019-10-31 00:00:00,99,0,0,0.001044568,0.000848176,0.542857143,0
1,2019-10-31 00:00:00,106,0,0.000914913,0.000696379,0.000565451,0.308843537,0.340425532
1,2019-10-31 00:00:00,147,0,0.000914913,0.002437326,0.001979078,0.519727891,0.117021277
1,2019-10-31 00:00:00,103,0,0.002744739,0.004874652,0.003958157,0.340136054,0.308510638
1,2019-11-01 00:00:00,44,0,0,0.000348189,0.000282725,0.518367347,0.031914894
1,2019-11-03 00:00:00,222,0,0.001829826,0.011490251,0.009329941,0.375510204,0.468085106
1,2019-11-05 00:00:00,152,0.052083333,0.02378774,0.011490251,0.010178117,0.421768707,0.691489362
1,2019-11-25 00:00:00,195,0,0.000914913,0.014972145,0.03873339,0.330612245,0.414893617
1,2019-11-25 00:00:00,107,0,0.020128088,0.010793872,0.011026293,0.472108844,0.468085106
1,2019-11-25 00:00:00,226,0,0,0,0,0.360544218,0.340425532
