Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
Tuolumne,1/4/2019,38.349,-119.929,2019-01-04T09:26:00Z,55,,36450,,,,2019-01-04T08:52:00Z,,2018-10-15T11:57:00Z
Orange,1/4/2019,33.69888,-117.52055,2019-01-04T09:23:00Z,30,,23136,,,,2019-01-04T08:53:00Z,,2018-10-14T11:33:00Z
Lassen,1/4/2019,40.633536,-120.868091,2019-01-04T09:32:00Z,18,,18703,,,,2019-01-04T08:54:00Z,,2018-10-13T14:43:00Z
Lake,1/4/2019,39.0674,-122.59848,2019-01-04T10:01:00Z,17,,15185,,,,2019-01-04T08:54:00Z,,2018-10-14T06:45:00Z
Riverside,1/4/2019,0,0,2019-01-04T09:36:00Z,33,,13139,,,,2019-01-04T08:55:00Z,,2018-10-12T11:21:00Z
San Joaquin,1/4/2019,38.052055,-120.945482,2019-01-04T09:58:00Z,39,,12300,,,,2019-01-04T08:55:00Z,,2018-10-10T21:50:00Z
Mono,1/4/2019,38.347395,-119.45186,2019-01-04T09:09:00Z,26,,6974,,,,2019-01-04T08:57:00Z,,2018-10-07T13:00:00Z
Merced,1/4/2019,37.39339,-120.34207,2019-01-04T10:06:00Z,24,,4564,,,,2019-01-04T08:57:00Z,,2018-10-07T12:51:00Z
Ventura,1/4/2019,34.22685,-118.93444,2019-01-04T08:43:00Z,56,,4531,,,,2019-01-04T08:57:00Z,,2018-10-02T12:32:00Z
Solano,1/4/2019,0,0,2019-01-04T08:57:00Z,48,,4500,,,,2019-01-04T08:57:00Z,,2018-10-07T12:57:00Z
Madera,1/4/2019,37.571,-119.118,2019-01-04T10:03:00Z,20,,4064,,,,2019-01-04T08:58:00Z,,2018-09-29T09:30:00Z
Tehama,1/4/2019,40.22027778,-122.18,2019-01-04T08:57:00Z,52,,3889,,,,2019-01-04T08:58:00Z,,2018-09-28T14:44:00Z
Tehama,1/4/2019,40.35068,-121.77867,2019-01-04T10:02:00Z,52,,3716,,,,2019-01-04T08:59:00Z,,2018-09-28T13:08:00Z
Humboldt,1/4/2019,41.07944,-123.688056,2019-01-04T09:17:00Z,12,,3674,,,,2019-01-04T09:00:00Z,,2018-09-26T10:56:00Z
Los Angeles,1/4/2019,34.48229,-118.60858,2019-01-04T09:03:00Z,19,,3380,,,,2019-01-04T09:01:00Z,,2018-09-24T00:41:00Z
Kings,1/4/2019,35.97896,-119.98329,2019-01-04T09:23:00Z,16,,2995,,,,2019-01-04T09:02:00Z,,2018-09-23T16:23:00Z
Tehama,1/4/2019,39.94355,-122.3571,2019-01-04T10:10:00Z,52,,2956,,,,2019-01-04T09:03:00Z,,2018-09-22T14:30:00Z
Kern,1/4/2019,35.37444,-118.83556,2019-01-04T09:26:00Z,15,,2950,,,,2019-01-04T09:03:00Z,,2018-09-22T15:44:00Z
Inyo,1/4/2019,36.6734,-118.21881,2019-01-04T09:54:00Z,14,,2883,,,,2019-01-04T09:03:00Z,,2018-09-22T14:41:00Z
Napa,1/4/2019,38.69601,-122.44468,2019-01-04T09:06:00Z,28,,2490,,,,2019-01-04T09:03:00Z,,2018-09-20T12:39:00Z
Glenn,1/4/2019,39.64978,-122.58218,2019-01-04T10:09:00Z,11,,2290,,,,2019-01-04T09:04:00Z,,2018-09-13T15:37:00Z
Monterey,1/4/2019,35.847778,-120.343056,2019-01-04T09:23:00Z,27,,2225,,,,2019-01-04T09:04:00Z,,2018-09-16T08:34:00Z
Solano,1/4/2019,38.431278,-122.043747,2019-01-04T09:20:00Z,48,,2162,,,,2019-01-04T09:04:00Z,,2018-09-14T19:32:00Z
Modoc,1/4/2019,41.29363,-120.11461,2019-01-04T09:46:00Z,25,,2100,,,,2019-01-04T09:05:00Z,,2018-09-09T12:10:00Z
Shasta,1/4/2019,40.99344,-121.52225,2019-01-04T09:21:00Z,45,,1900,,,,2019-01-04T09:05:00Z,,2018-09-10T19:00:00Z
Merced,1/4/2019,36.85156,-120.77206,2019-01-04T10:26:00Z,24,,1756,,,,2019-01-04T09:06:00Z,,2018-09-08T14:29:00Z
Trinity,1/4/2019,40.616251,-123.52019,2019-01-04T09:08:00Z,53,,1751,,,,2019-01-04T09:06:00Z,,2018-09-08T13:34:00Z
Shasta,1/4/2019,40.50318,-122.42308,2019-01-04T10:01:00Z,45,,1678,,,,2019-01-04T09:06:00Z,,2018-09-12T11:25:00Z
Solano,1/4/2019,38.21396,-121.9424,2019-01-04T08:47:00Z,48,,1500,,,,2019-01-04T09:07:00Z,,2018-09-05T12:51:00Z
San Luis Obispo,1/4/2019,35.73629,-120.75593,2019-01-04T10:03:00Z,40,,1500,,,,2019-01-04T09:07:00Z,,2018-09-05T12:51:00Z
Los Angeles,1/4/2019,34.5486,-118.31138,2019-01-04T10:15:00Z,19,,1352,,,,2019-01-04T09:08:00Z,,2018-09-04T15:20:00Z
San Bernardino,1/4/2019,34.095568,-116.958806,2019-01-04T09:55:00Z,36,,1350,,,,2019-01-04T09:08:00Z,,2018-09-04T14:43:00Z
San Benito,1/4/2019,36.40755,-120.99322,2019-01-04T10:15:00Z,35,,1314,,,,2019-01-04T09:09:00Z,,2018-09-04T14:26:00Z
Riverside,1/4/2019,33.62924,-117.05992,2019-01-04T10:24:00Z,33,,1261,,,,2019-01-04T09:09:00Z,,2018-09-04T15:03:00Z
Sutter,1/4/2019,39.186144,-121.792885,2019-01-04T09:28:00Z,51,,1200,,,,2019-01-04T09:10:00Z,,2018-09-03T16:38:00Z
Placer,1/4/2019,39.268611,-120.658333,2019-01-04T09:10:00Z,31,,1120,,,,2019-01-04T09:11:00Z,,2018-09-02T14:02:00Z
Santa Barbara,1/4/2019,35.11416667,-120.0922222,2019-01-04T09:16:00Z,42,,1014,,,,2019-01-04T09:11:00Z,,2018-09-03T13:58:00Z
Kern,1/4/2019,35.387408,-118.817934,2019-01-04T09:32:00Z,15,,993,,,,2019-01-04T09:11:00Z,,2018-09-02T14:53:00Z
Mendocino,1/4/2019,39.82877,-123.08489,2019-01-04T09:29:00Z,23,,972,,,,2019-01-04T09:12:00Z,,2018-09-01T14:22:00Z
Butte,1/4/2019,39.77124,-121.76859,2019-01-04T09:48:00Z,4,,962,,,,2019-01-04T09:12:00Z,,2018-08-31T17:58:00Z
Tehama,1/4/2019,40.33682,-121.93908,2019-01-04T09:52:00Z,52,,856,,,,2019-01-04T09:12:00Z,,2018-08-30T15:44:00Z
Amador,1/4/2019,38.42623,-120.95408,2019-01-04T09:54:00Z,3,,825,,,,2019-01-04T09:13:00Z,,2018-08-27T23:19:00Z
Yolo,1/4/2019,38.59694444,-121.9938889,2019-01-04T09:40:00Z,57,,822,,,,2019-01-04T09:13:00Z,,2018-08-27T10:49:00Z
Placer,1/4/2019,38.82426,-121.451307,2019-01-04T09:28:00Z,31,,700,,,,2019-01-04T09:14:00Z,,2018-08-26T18:04:00Z
Tulare,1/4/2019,35.79012,-118.7393,2019-01-04T09:19:00Z,54,,668,,,,2019-01-04T09:14:00Z,,2018-08-26T14:23:00Z
Monterey,1/4/2019,36.00912,-120.82226,2019-01-04T09:20:00Z,27,,650,,,,2019-01-04T09:15:00Z,,2018-08-23T15:40:00Z
Lassen,1/4/2019,40.3768,-120.36403,2019-01-04T10:06:00Z,18,,646,,,,2019-01-04T09:15:00Z,,2018-08-25T11:58:00Z
Alameda,1/4/2019,37.75646,-121.60646,2019-01-04T09:53:00Z,1,,640,,,,2019-01-04T09:15:00Z,,2018-08-22T13:45:00Z
Tuolumne,1/4/2019,37.83388,-120.61746,2019-01-04T09:06:00Z,55,,573,,,,2019-01-04T09:16:00Z,,2018-08-19T13:37:00Z
Butte,1/4/2019,39.36529,-121.51707,2019-01-04T08:50:00Z,4,,550,,,,2019-01-04T09:16:00Z,,2018-08-18T15:17:00Z
San Benito,1/4/2019,36.378333,-120.901167,2019-01-04T10:14:00Z,35,,513,,,,2019-01-04T09:16:00Z,,2018-08-19T07:32:00Z
San Diego,1/4/2019,32.833674,-116.7311,2019-01-04T09:55:00Z,37,,504,,,,2019-01-04T09:16:00Z,,2018-08-17T18:47:00Z
Alameda,1/4/2019,37.75375,-121.57918,2019-01-04T10:20:00Z,1,,484,,,,2019-01-04T09:16:00Z,,2018-08-19T15:55:00Z
Lassen,1/4/2019,40.316137,-120.45053,2019-01-04T09:59:00Z,18,,441,,,,2019-01-04T09:17:00Z,,2018-08-16T09:18:00Z
Monterey,1/4/2019,36.35502,-121.1563,2019-01-04T09:04:00Z,27,,400,,,,2019-01-04T09:17:00Z,,2018-08-16T16:06:00Z
Kern,1/4/2019,35.51777778,-118.6525,2019-01-04T09:16:00Z,15,,367,,,,2019-01-04T09:17:00Z,,2018-08-17T19:19:00Z
San Diego,1/4/2019,33.07892,-116.91845,2019-01-04T09:32:00Z,37,,365,,,,2019-01-04T09:18:00Z,,2018-07-27T13:01:00Z
Madera,1/4/2019,37.38789,-119.68912,2019-01-04T09:03:00Z,20,,360,,,,2019-01-04T09:18:00Z,,2018-07-27T13:01:00Z
Butte,1/4/2019,39.59872,-121.78208,2019-01-04T09:59:00Z,4,,347,,,,2019-01-04T09:18:00Z,,2018-07-27T13:01:00Z
Inyo,1/4/2019,37.735461,-118.970443,2019-01-04T09:29:00Z,14,,338,,,,2019-01-04T09:19:00Z,,2018-08-15T17:14:00Z
Shasta,1/4/2019,40.52909,-122.17457,2019-01-04T10:02:00Z,45,,328,,,,2019-01-04T09:19:00Z,,2018-08-13T14:58:00Z
Santa Clara,1/4/2019,37.449425,-121.88807,2019-01-04T09:37:00Z,43,,320,,,,2019-01-04T09:19:00Z,,2018-08-12T14:20:00Z
El Dorado,1/4/2019,38.539806,-121.059979,2019-01-04T09:56:00Z,9,,316,,,,2019-01-04T09:20:00Z,,2018-08-15T18:05:00Z
Trinity,1/4/2019,40.60402,-122.9144,2019-01-04T09:59:00Z,53,,300,,,,2019-01-04T09:20:00Z,,2018-08-10T16:57:00Z
Madera,1/4/2019,37.10181,-119.623981,2019-01-04T10:14:00Z,20,,300,,,,2019-01-04T09:20:00Z,,2018-08-11T14:12:00Z
San Diego,1/4/2019,33.389425,-117.502405,2019-01-04T10:26:00Z,37,,300,,,,2019-01-04T09:20:00Z,,2018-08-09T14:21:00Z
Kern,1/4/2019,0,0,2019-01-04T10:25:00Z,15,,293,,,,2019-01-04T09:21:00Z,,2018-08-09T01:55:00Z
Calaveras,1/4/2019,38.061298,-120.872244,2019-01-04T09:23:00Z,5,,290,,,,2019-01-04T09:21:00Z,,2018-08-09T14:34:00Z
Madera,1/4/2019,37.197039,-120.002619,2019-01-04T09:15:00Z,20,,289,,,,2019-01-04T09:21:00Z,,2018-08-09T13:09:00Z
Riverside,1/4/2019,33.836101,-117.607577,2019-01-04T09:39:00Z,33,,282,,,,2019-01-04T09:22:00Z,,2018-08-07T02:11:00Z
San Benito,1/4/2019,36.65351,-121.0454,2019-01-04T09:49:00Z,35,,278,,,,2019-01-04T09:22:00Z,,1969-12-31T16:00:00Z
Contra Costa,1/4/2019,37.94714,-121.9921,2019-01-04T09:58:00Z,7,,268,,,,2019-01-04T09:23:00Z,,2018-08-06T13:20:00Z
Tehama,1/4/2019,40.18395,-122.27574,2019-01-04T10:02:00Z,52,,268,,,,2019-01-04T09:23:00Z,,2018-08-06T17:29:00Z
San Diego,1/4/2019,32.63046,-116.46674,2019-01-04T10:11:00Z,37,,265,,,,2019-01-04T09:23:00Z,,2018-08-06T12:59:00Z
Tehama,1/4/2019,40.34256,-121.43025,2019-01-04T08:59:00Z,52,,261,,,,2019-01-04T09:23:00Z,,2018-08-06T16:26:00Z
San Luis Obispo,1/4/2019,35.33916,-120.71488,2019-01-04T10:00:00Z,40,,260,,,,2019-01-04T09:23:00Z,,2018-08-06T14:19:00Z
San Diego,1/4/2019,33.076239,-116.902985,2019-01-04T09:21:00Z,37,,250,,,,2019-01-04T09:24:00Z,,2018-08-05T04:19:00Z
Contra Costa,1/4/2019,37.89612,-121.85847,2019-01-04T09:34:00Z,7,,247,,,,2019-01-04T09:24:00Z,,2018-08-04T13:57:00Z
Siskiyou,1/4/2019,41.70877,-122.47293,2019-01-04T09:44:00Z,47,,224,,,,2019-01-04T09:24:00Z,,2018-08-06T10:31:00Z
Siskiyou,1/4/2019,41.085,-123.051,2019-01-04T09:56:00Z,47,,215,,,,2019-01-04T09:25:00Z,,2018-08-04T17:32:00Z
San Benito,1/4/2019,36.37532,-120.862579,2019-01-04T10:07:00Z,35,,215,,,,2019-01-04T09:26:00Z,,2018-08-01T17:48:00Z
San Diego,1/4/2019,33.41476,-117.24044,2019-01-04T09:31:00Z,37,,207,,,,2019-01-04T09:26:00Z,,2018-08-03T14:48:00Z
Riverside,1/4/2019,33.571763,-116.500058,2019-01-04T09:33:00Z,33,,205,,,,2019-01-04T09:26:00Z,,2018-08-01T15:53:00Z
Kern,1/4/2019,34.91482,-118.92485,2019-01-04T09:06:00Z,15,,200,,,,2019-01-04T09:27:00Z,,2018-08-01T14:40:00Z
Merced,1/4/2019,37.33924,-120.24315,2019-01-04T10:10:00Z,24,,200,,,,2019-01-04T09:28:00Z,,2018-07-31T17:34:00Z
Butte,1/4/2019,39.491737,-121.637759,2019-01-04T09:56:00Z,4,,191,,,,2019-01-04T09:28:00Z,,2018-08-01T13:11:00Z
Ventura,1/4/2019,34.26734825,-118.6438159,2019-01-04T08:46:00Z,56,,186,,,,2019-01-04T09:28:00Z,,2018-08-01T13:57:00Z
Merced,1/4/2019,37.05876,-121.176354,2019-01-04T10:04:00Z,24,,185,,,,2019-01-04T09:29:00Z,,2018-07-31T15:28:00Z
Los Angeles,1/4/2019,37.97638,-122.5275,2019-01-04T10:08:00Z,19,,175,,,,2019-01-04T09:29:00Z,,2018-07-31T15:07:00Z
Orange,1/4/2019,33.55132,-117.72044,2019-01-04T10:19:00Z,30,,175,,,,2019-01-04T09:29:00Z,,2018-07-29T16:22:00Z
Santa Barbara,1/4/2019,34.576944,-119.61416,2019-01-04T09:12:00Z,42,,172,,,,2019-01-04T09:30:00Z,,2018-07-28T16:30:00Z
Tehama,1/4/2019,40.12791,-122.19792,2019-01-04T10:02:00Z,52,,170,,,,2019-01-04T09:30:00Z,,2018-07-28T15:38:00Z
Monterey,1/4/2019,36.18401,-120.69955,2019-01-04T08:54:00Z,27,,167,,,,2019-01-04T09:31:00Z,,2018-07-28T15:14:00Z
Lassen,1/4/2019,40.34822,-120.82497,2019-01-04T09:35:00Z,18,,167,,,,2019-01-04T09:32:00Z,,2018-07-27T13:32:00Z
Los Angeles,1/4/2019,34.2325,-117.846111,2019-01-04T09:05:00Z,19,,166,,,,2019-01-04T09:32:00Z,,2018-07-27T16:12:00Z
Tuolumne,1/4/2019,37.80785,-120.30187,2019-01-04T10:01:00Z,55,,163,,,,2019-01-04T09:32:00Z,,2018-07-27T13:28:00Z
Solano,1/4/2019,38.45673,-121.94658,2019-01-04T08:55:00Z,48,,160,,,,2019-01-04T09:33:00Z,,2018-07-27T12:05:00Z
Shasta,1/4/2019,40.36888889,-122.8905556,2019-01-04T09:16:00Z,45,,155,,,,2019-01-04T09:33:00Z,,2018-07-27T12:05:00Z
Orange,1/4/2019,33.787838,-117.746625,2019-01-04T10:08:00Z,30,,155,,,,2019-01-04T09:33:00Z,,2018-07-27T12:05:00Z
Riverside,1/4/2019,33.925862,-117.654299,2019-01-04T10:07:00Z,33,,154,,,,2019-01-04T09:33:00Z,,2018-07-27T12:05:00Z
Marin,1/4/2019,38.02447,-122.727,2019-01-04T09:05:00Z,21,,152,,,,2019-01-04T09:33:00Z,,2018-07-26T10:12:00Z
Ventura,1/4/2019,34.30166667,-119.0991667,2019-01-04T08:44:00Z,56,,150,,,,2019-01-04T09:33:00Z,,2018-07-27T12:14:00Z
Monterey,1/4/2019,35.97677,-121.24898,2019-01-04T08:57:00Z,27,,150,,,,2019-01-04T09:33:00Z,,2018-07-25T16:14:00Z
El Dorado,1/4/2019,38.94388,-120.92611,2019-01-04T09:09:00Z,9,,150,,,,2019-01-04T09:34:00Z,,2018-07-25T14:41:00Z
San Bernardino,1/4/2019,34.18075,-117.43184,2019-01-04T08:45:00Z,36,,147,,,,2019-01-04T09:34:00Z,,2018-07-25T16:05:00Z
Calaveras,1/4/2019,38.08424,-120.46078,2019-01-04T09:24:00Z,5,,136,,,,2019-01-04T09:35:00Z,,2018-07-24T16:02:00Z
Napa,1/4/2019,38.51943,-122.18353,2019-01-04T09:30:00Z,28,,135,,,,2019-01-04T09:35:00Z,,2018-07-25T14:11:00Z
Los Angeles,1/4/2019,34.38039,-118.60441,2019-01-04T09:37:00Z,19,,128,,,,2019-01-04T09:36:00Z,,2018-07-25T11:41:00Z
Glenn,1/4/2019,39.46543,-122.65582,2019-01-04T10:19:00Z,11,,127,,,,2019-01-04T09:36:00Z,,2018-07-24T15:24:00Z
Siskiyou,1/4/2019,41.65935,-122.48556,2019-01-04T10:25:00Z,47,,127,,,,2019-01-04T09:36:00Z,,2018-07-23T14:55:00Z
San Bernardino,1/4/2019,34.15475,-117.244366,2019-01-04T09:12:00Z,36,,125,,,,2019-01-04T09:37:00Z,,2018-07-23T13:15:00Z
Tulare,1/4/2019,36.47766,-119.10433,2019-01-04T08:51:00Z,54,,120,,,,2019-01-04T09:37:00Z,,2018-07-23T13:15:00Z
Plumas,1/4/2019,39.996944,-121.27,2019-01-04T09:22:00Z,32,,117,,,,2019-01-04T09:37:00Z,,2018-07-22T13:06:00Z
San Benito,1/4/2019,36.59036,-120.82355,2019-01-04T09:49:00Z,35,,116,,,,2019-01-04T09:37:00Z,,2018-07-23T12:55:00Z
Santa Clara,1/4/2019,37.06367,-121.53586,2019-01-04T09:54:00Z,43,,116,,,,2019-01-04T09:37:00Z,,2018-07-21T16:22:00Z
Mariposa,1/4/2019,37.707234,-120.199162,2019-01-04T10:04:00Z,22,,115,,,,2019-01-04T09:38:00Z,,2018-07-20T14:23:00Z
Kern,1/4/2019,35.56888889,-118.8013889,2019-01-04T09:17:00Z,15,,114,,,,2019-01-04T09:38:00Z,,2018-07-20T13:26:00Z
Santa Barbara,1/4/2019,34.463889,-119.831389,2019-01-04T09:54:00Z,42,,113,,,,2019-01-04T09:38:00Z,,2018-07-21T14:40:00Z
Santa Barbara,1/4/2019,34.62412,-120.22298,2019-01-04T09:38:00Z,42,,110,,,,2019-01-04T09:38:00Z,,2018-07-21T15:01:00Z
Fresno,1/4/2019,36.75581,-119.42172,2019-01-04T10:22:00Z,10,,108,,,,2019-01-04T09:38:00Z,,2018-07-21T15:50:00Z
Mendocino,1/4/2019,38.8802,-123.0496,2019-01-04T09:26:00Z,23,,106,,,,2019-01-04T09:39:00Z,,2018-07-19T17:22:00Z
Lake,1/4/2019,39.02017,-122.57496,2019-01-04T09:14:00Z,17,,103,,,,2019-01-04T09:39:00Z,,2018-07-19T13:07:00Z
Tehama,1/4/2019,40.31759,-122.21032,2019-01-04T10:24:00Z,52,,103,,,,2019-01-04T09:39:00Z,,2018-07-19T16:25:00Z
San Diego,1/4/2019,33.0971179,-117.0242529,2019-01-04T09:19:00Z,37,,100,,,,2019-01-04T09:39:00Z,,2018-07-20T13:07:00Z
Tulare,1/4/2019,36.21634,-118.82989,2019-01-04T09:33:00Z,54,,100,,,,2019-01-04T09:40:00Z,,2018-07-18T14:24:00Z
San Bernardino,1/4/2019,34.22526,-117.40967,2019-01-04T09:55:00Z,36,,100,,,,2019-01-04T09:40:00Z,,2018-07-18T11:55:00Z
San Luis Obispo,1/4/2019,35.56922,-120.12441,2019-01-04T10:22:00Z,40,,100,,,,2019-01-04T09:40:00Z,,2018-07-19T12:00:00Z
Monterey,1/4/2019,35.9352,-121.11936,2019-01-04T10:08:00Z,27,,96,,,,2019-01-04T09:40:00Z,,2018-07-17T19:03:00Z
Kern,1/4/2019,35.1234,-118.72905,2019-01-04T09:57:00Z,15,,95,,,,2019-01-04T09:41:00Z,,2018-07-17T14:05:00Z
Mendocino,1/4/2019,39.038859,-123.38493,2019-01-04T09:55:00Z,23,,90,,,,2019-01-04T09:41:00Z,,2018-07-17T11:13:00Z
Lassen,1/4/2019,40.94666,-121.27049,2019-01-04T09:42:00Z,18,,89,,,,2019-01-04T09:42:00Z,,2018-07-15T18:54:00Z
Lassen,1/4/2019,40.83116,-120.19336,2019-01-04T08:47:00Z,18,,88,,,,2019-01-04T09:42:00Z,,2018-07-15T16:45:00Z
Madera,1/4/2019,37.179167,-119.431667,2019-01-04T09:13:00Z,20,,88,,,,2019-01-04T09:43:00Z,,2018-07-15T17:15:00Z
Merced,1/4/2019,37.056944,-121.01638,2019-01-04T10:24:00Z,24,,88,,,,2019-01-04T09:43:00Z,,2018-07-15T16:14:00Z
San Luis Obispo,1/4/2019,-120.258,-120.258,2019-01-04T08:58:00Z,40,,80,,,,2019-01-04T09:44:00Z,,2018-07-15T09:58:00Z
Lake,1/4/2019,39.06715,-122.59789,2019-01-04T09:51:00Z,17,,80,,,,2019-01-04T09:44:00Z,,2018-07-15T11:55:00Z
Calaveras,1/4/2019,37.95766,-120.68902,2019-01-04T10:01:00Z,5,,80,,,,2019-01-04T09:45:00Z,,2018-07-14T15:00:00Z
Santa Barbara,1/4/2019,34.54305556,-120.3180556,2019-01-04T09:40:00Z,42,,77,,,,2019-01-04T09:46:00Z,,2018-07-13T22:03:00Z
Shasta,1/4/2019,40.5939,-122.17173,2019-01-04T08:58:00Z,45,,76,,,,2019-01-04T09:46:00Z,,2018-07-14T20:46:00Z
Fresno,1/4/2019,36.696879,-119.304499,2019-01-04T09:59:00Z,10,,76,,,,2019-01-04T09:46:00Z,,2018-07-14T20:40:00Z
Colusa,1/4/2019,39.2976,-122.512012,2019-01-04T09:56:00Z,6,,75,,,,2019-01-04T09:47:00Z,,2018-10-02T15:45:00Z
Glenn,1/4/2019,39.65578,-122.58666,2019-01-04T10:21:00Z,11,,75,,,,2019-01-04T09:47:00Z,,2018-07-13T14:32:00Z
Riverside,1/4/2019,33.67815,-117.32281,2019-01-04T10:26:00Z,33,,73,,,,2019-01-04T09:48:00Z,,2018-07-13T21:36:00Z
Santa Clara,1/4/2019,37.22545,-121.79189,2019-01-04T09:50:00Z,43,,70,,,,2019-01-04T09:48:00Z,,2018-07-12T22:45:00Z
Santa Clara,1/4/2019,37.66074,-121.67144,2019-01-04T09:57:00Z,43,,70,,,,2019-01-04T09:49:00Z,,2018-07-11T16:40:00Z
Tehama,1/4/2019,40.394073,-122.135924,2019-01-04T10:07:00Z,52,,70,,,,2019-01-04T09:49:00Z,,2018-07-12T12:57:00Z
Riverside,1/4/2019,33.504964,-117.148204,2019-01-04T10:26:00Z,33,,70,,,,2019-01-04T09:50:00Z,,2018-07-10T15:08:00Z
Merced,1/4/2019,37.08529,-121.09354,2019-01-04T10:00:00Z,24,,68,,,,2019-01-04T09:50:00Z,,2018-07-10T17:31:00Z
El Dorado,1/4/2019,38.645,-120.874167,2019-01-04T09:28:00Z,9,,67,,,,2019-01-04T09:51:00Z,,2018-07-09T16:46:00Z
Mendocino,1/4/2019,39.279833,-123.258319,2019-01-04T09:37:00Z,23,,67,,,,2019-01-04T09:51:00Z,,2018-07-10T16:45:00Z
El Dorado,1/4/2019,38.82128,-121.03918,2019-01-04T09:27:00Z,9,,66,,,,2019-01-04T09:51:00Z,,2018-07-10T12:42:00Z
San Benito,1/4/2019,36.64832,-121.03253,2019-01-04T10:13:00Z,35,,64,,,,2019-01-04T09:52:00Z,,2018-07-09T18:30:00Z
Santa Clara,1/4/2019,37.1769444,-121.6869444,2019-01-04T08:57:00Z,43,,63,,,,2019-01-04T09:52:00Z,,2018-07-09T17:54:00Z
Shasta,1/4/2019,40.741186,-122.649626,2019-01-04T09:38:00Z,45,,63,,,,2019-01-04T09:53:00Z,,2018-07-08T17:38:00Z
Riverside,1/4/2019,33.56349,-116.732032,2019-01-04T09:56:00Z,33,,63,,,,2019-01-04T09:53:00Z,,2018-07-08T16:45:00Z
Siskiyou,1/4/2019,41.83359,-122.99272,2019-01-04T09:59:00Z,47,,63,,,,2019-01-04T09:53:00Z,,2018-07-08T14:41:00Z
Stanislaus,1/4/2019,37.32744,-121.10903,2019-01-04T10:21:00Z,50,,63,,,,2019-01-04T09:54:00Z,,2018-07-08T13:36:00Z
Kern,1/4/2019,34.86022,-118.87881,2019-01-04T09:54:00Z,15,,62,,,,2019-01-04T09:54:00Z,,2018-07-06T14:42:00Z
Los Angeles,1/4/2019,34.53765,-118.75495,2019-01-04T10:01:00Z,19,,62,,,,2019-01-04T09:54:00Z,,2018-07-06T10:40:00Z
San Joaquin,1/4/2019,38.24033,-121.09199,2019-01-04T10:08:00Z,39,,62,,,,2019-01-04T09:54:00Z,,2018-07-06T20:40:00Z
Tehama,1/4/2019,40.346652,-122.308479,2019-01-04T08:50:00Z,52,,60,,,,2019-01-04T09:54:00Z,,2018-07-08T13:38:00Z
Lake,1/4/2019,38.8275,-122.3625,2019-01-04T09:12:00Z,17,,60,,,,2019-01-04T09:55:00Z,,2018-07-05T12:31:00Z
Madera,1/4/2019,37.14663,-119.91223,2019-01-04T10:06:00Z,20,,60,,,,2019-01-04T09:55:00Z,,2018-07-06T13:29:00Z
San Luis Obispo,1/4/2019,35.58354,-120.624135,2019-01-04T10:06:00Z,40,,60,,,,2019-01-04T09:55:00Z,,2018-07-06T23:39:00Z
San Luis Obispo,1/4/2019,35.663607,-120.670311,2019-01-04T10:07:00Z,40,,60,,,,2019-01-04T09:55:00Z,,2018-07-06T09:36:00Z
Santa Barbara,1/4/2019,34.74245,-120.18236,2019-01-04T10:25:00Z,42,,60,,,,2019-01-04T09:55:00Z,,2018-07-05T15:12:00Z
San Diego,1/4/2019,33.35505,-117.03134,2019-01-04T10:23:00Z,37,,59,,,,2019-01-04T09:55:00Z,,2018-07-06T10:11:00Z
San Luis Obispo,1/4/2019,35.17693,-120.48861,2019-01-04T08:52:00Z,40,,58,,,,2019-01-04T09:56:00Z,,2018-07-04T17:09:00Z
Lassen,1/4/2019,40.95234,-121.21597,2019-01-04T09:44:00Z,18,,56,,,,2019-01-04T09:56:00Z,,2018-07-01T18:13:00Z
Contra Costa,1/4/2019,37.79718,-121.85311,2019-01-04T09:53:00Z,7,,56,,,,2019-01-04T09:56:00Z,,2018-07-04T13:30:00Z
Madera,1/4/2019,37.0979,-119.75307,2019-01-04T10:23:00Z,20,,56,,,,2019-01-04T09:56:00Z,,2018-07-04T13:14:00Z
San Bernardino,1/4/2019,34.24138,-117.42431,2019-01-04T09:00:00Z,36,,53,,,,2019-01-04T09:56:00Z,,2018-07-04T14:20:00Z
Lassen,1/4/2019,40.33642,-120.93005,2019-01-04T09:03:00Z,18,,53,,,,2019-01-04T09:57:00Z,,2018-06-30T14:12:00Z
Mariposa,1/4/2019,37.47677,-119.84299,2019-01-04T10:05:00Z,22,,53,,,,2019-01-04T09:57:00Z,,2018-06-30T14:12:00Z
Modoc,1/4/2019,41.50105,-120.61108,2019-01-04T09:46:00Z,25,,52,,,,2019-01-04T09:57:00Z,,2018-06-29T17:53:00Z
San Luis Obispo,1/4/2019,35.30151,-120.64398,2019-01-04T09:04:00Z,40,,51,,,,2019-01-04T09:57:00Z,,2018-06-29T20:59:00Z
Shasta,1/4/2019,40.824,-121.90215,2019-01-04T09:36:00Z,45,,51,,,,2019-01-04T09:57:00Z,,2018-07-02T14:25:00Z
Santa Clara,1/4/2019,37.163594,-121.702547,2019-01-04T09:51:00Z,43,,51,,,,2019-01-04T09:57:00Z,,2018-06-30T12:12:00Z
Lake,1/4/2019,38.91152,-122.86854,2019-01-04T09:38:00Z,17,,50,,,,2019-01-04T09:58:00Z,,2018-06-29T15:11:00Z
