Extinguished (Date),Counties (Location),CountyIds (might not need this one),Latitude,Longitude,Wildfire_Probability,AcresBurned,Avg_Temperature,Avg_Humidity,Rainfall_30,Rainfall_60,Rainfall_90
2018-01-09T13:34:00Z,Sonoma,49,38.14242,-122.47301,,1660,,,,,
2018-01-09T11:58:00Z,Fresno,10,35.95911,-120.55579,,1649,,,,,
2018-01-09T11:45:00Z,Kern,15,35.59904,-119.08312,,1626,,,,,
2018-01-09T11:08:00Z,San Luis Obispo,40,35.4025,-120.4992,,1598,,,,,
2018-01-09T11:41:00Z,Fresno,10,36.269125,-120.620791,,1538,,,,,
2018-01-09T10:41:00Z,Kern,15,35.53456,-118.66733,,1522,,,,,
2018-01-09T11:00:00Z,San Bernardino,36,34.2976,-116.826,,1503,,,,,
2018-01-09T10:30:00Z,Madera,20,37.0825,-119.8011,,1431,,,,,
2018-01-09T12:14:00Z,Kern,15,35.543,-118.654,,1350,,,,,
2018-01-09T09:53:00Z,Riverside,33,34.00566,-117.30693,,1350,,,,,
2018-01-09T12:50:00Z,Kern,15,35.76,-118.406,,1319,,,,,
2018-01-09T12:06:00Z,Sacramento,34,38.5181,-121.104,,1286,,,,,
2018-01-09T11:16:00Z,Kern,15,35.38298,-118.80123,,1200,,,,,
2018-01-09T13:41:00Z,San Diego,37,33.402411,-117.402445,,1088,,,,,
2018-01-09T11:59:00Z,Kern,15,34.94373,-119.44751,,1083,,,,,
2018-01-09T12:38:00Z,Riverside,33,33.98212,-117.30819,,1044,,,,,
2018-01-09T13:18:00Z,Madera,20,37.21616,-119.48067,,1035,,,,,
2018-01-09T12:20:00Z,Plumas,32,39.75371,-120.1397,,1020,,,,,
2018-01-09T10:17:00Z,San Diego,37,33.34988,-117.39818,,1000,,,,,
2018-01-09T13:21:00Z,Shasta,45,40.98352,-121.81623,,995,,,,,
2018-01-09T09:52:00Z,Fresno,10,36.530836,-120.206592,,976,,,,,
2018-01-09T11:56:00Z,Mendocino,23,39.30125,-123.28825,,900,,,,,
2018-01-09T12:43:00Z,Yuba,58,39.1234,-121.32957,,867,,,,,
2018-01-09T13:45:00Z,Riverside,33,33.60247,-117.34192,,866,,,,,
2018-01-09T12:21:00Z,Lassen,18,39.888,-120.066,,859,,,,,
2018-02-09T09:51:00Z,Nevada,29,39.24549,-121.12792,,821,,,,,
2018-01-09T10:34:00Z,Los Angeles,19,34.55607,-118.60703,,800,,,,,
2018-01-09T12:36:00Z,San Luis Obispo,40,35.7908,-120.77485,,775,,,,,
2018-01-09T11:08:00Z,Los Angeles,19,34.37443,-118.49343,,760,,,,,
2018-01-09T11:51:00Z,Sierra,46,39.439722,-120.027222,,747,,,,,
2018-01-09T12:09:00Z,Tuolumne,55,37.905545,-120.408135,,690,,,,,
2018-01-09T12:51:00Z,Mariposa,22,37.37397,-119.83556,,680,,,,,
2018-01-09T11:09:00Z,San Bernardino,36,34.14575,-117.17813,,670,,,,,
2018-01-09T11:10:00Z,Mariposa,22,37.3762,-119.9646,,630,,,,,
2018-01-09T11:10:00Z,Modoc,25,41.85763,-121.29581,,562,,,,,
2018-01-09T12:42:00Z,Riverside,33,33.95036,-116.88066,,545,,,,,
2018-01-09T12:20:00Z,Lassen,18,41.11989,-120.74968,,530,,,,,
2018-01-09T10:07:00Z,Kern,15,35.4605,-118.85896,,506,,,,,
2018-01-09T10:06:00Z,San Diego,37,33.3906,-117.32348,,486,,,,,
2018-01-09T11:44:00Z,Siskiyou,47,41.3975,-122.8428,,469,,,,,
2018-01-09T12:17:00Z,San Luis Obispo,40,35.40357,-120.28037,,460,,,,,
2018-04-12T14:52:00Z,San Bernardino,36,34.09773,-117.10567,,460,,,,,
2018-01-09T10:30:00Z,Fresno,10,36.616986,-120.369347,,450,,,,,
2018-01-09T13:28:00Z,Santa Barbara,42,34.67403,-120.4393,,444,,,,,
2018-01-09T13:21:00Z,Madera,20,37.14624,-120.015509,,429,,,,,
2018-01-09T13:36:00Z,El Dorado,9,38.848,-120.287,,426,,,,,
2018-01-23T08:11:00Z,Los Angeles,19,34.09454,-118.48178,,422,,,,,
2018-01-09T12:02:00Z,Tulare,54,36.22265,-119.06598,,416,,,,,
2018-01-09T11:54:00Z,Modoc,25,41.72163,-121.30451,,410,,,,,
2018-01-09T11:52:00Z,San Diego,37,32.84796,-116.85396,,400,,,,,
2018-01-09T09:55:00Z,Fresno,10,36.45491,-120.2445,,400,,,,,
2018-01-09T12:48:00Z,Nevada,29,39.34292,-121.12004,,392,,,,,
2018-01-09T13:41:00Z,Santa Cruz,44,37.18356,-122.07012,,391,,,,,
2018-01-09T09:40:00Z,Modoc,25,41.16716,-120.58342,,380,,,,,
2018-01-09T13:46:00Z,Mono,26,38.46111,-119.48284,,370,,,,,
2018-01-09T11:48:00Z,Contra Costa,7,38.02929,-122.25544,,370,,,,,
2018-01-09T11:01:00Z,Fresno,10,36.27306,-120.65185,,357,,,,,
2018-01-09T11:51:00Z,San Luis Obispo,40,35.42433,-120.47322,,340,,,,,
2018-01-09T10:28:00Z,Tulare,54,36.45809,-118.87676,,339,,,,,
2018-01-09T12:31:00Z,Kern,15,34.92907,-118.9267,,338,,,,,
2018-01-09T12:18:00Z,San Bernardino,36,34.08492,-117.03826,,325,,,,,
2018-01-09T12:01:00Z,Del Norte,8,41.478,-123.506,,319,,,,,
2018-01-09T13:47:00Z,Riverside,33,33.59257,-117.14979,,300,,,,,
2018-01-09T09:58:00Z,Kern,15,35.41283,-118.84466,,288,,,,,
2018-01-09T13:47:00Z,San Bernardino,36,34.16564,-117.33334,,260,,,,,
2018-04-12T14:52:00Z,San Diego,37,33.34659,-116.66107,,255,,,,,
2018-01-09T13:23:00Z,San Luis Obispo,40,35.12269,-120.39387,,245,,,,,
2018-01-09T13:23:00Z,Fresno,10,36.24653,-120.31598,,237,,,,,
2018-01-09T12:14:00Z,El Dorado,9,38.538332,-121.039267,,236,,,,,
2018-01-09T11:48:00Z,Contra Costa,7,37.87808,-121.78677,,231,,,,,
2018-01-09T11:17:00Z,Mariposa,22,37.4591,-119.921,,225,,,,,
2018-01-09T10:03:00Z,San Luis Obispo,40,35.34541,-120.76464,,225,,,,,
2018-01-09T09:57:00Z,San Luis Obispo,40,35.21177,-119.87525,,225,,,,,
2018-01-09T10:29:00Z,Kern,15,35.59804,-118.47939,,206,,,,,
2018-01-09T11:44:00Z,Riverside,33,33.85323,-117.48195,,205,,,,,
2018-01-09T13:20:00Z,Lake,17,39.44543,-122.85194,,200,,,,,
2018-01-09T12:44:00Z,Alameda,1,37.72543,-121.90516,,200,,,,,
2018-01-09T12:43:00Z,San Diego,37,32.65003,-116.42907,,200,,,,,
2018-01-09T12:15:00Z,Riverside,33,33.689092,-117.396404,,200,,,,,
2018-01-09T13:46:00Z,Tehama,52,40.02261,-121.91425,,194,,,,,
2018-01-09T10:07:00Z,Santa Barbara,42,34.9465,-119.8036,,190,,,,,
2018-01-09T12:43:00Z,Plumas,32,39.9864,-120.89746,,186,,,,,
2018-01-09T10:30:00Z,Fresno,10,36.704679,-120.405077,,186,,,,,
2018-04-03T10:46:00Z,Kern,15,35.3091,-118.701,,184,,,,,
2018-01-09T13:36:00Z,Kern,15,35.19008,-118.76152,,183,,,,,
2018-01-09T12:01:00Z,Shasta,45,40.47106,-122.43608,,180,,,,,
2018-01-09T12:04:00Z,San Bernardino,36,34.41204,-117.03031,,170,,,,,
2018-01-09T12:43:00Z,Riverside,33,33.87679,-117.00258,,168,,,,,
2018-01-09T11:00:00Z,Sierra,46,39.71101,-120.02325,,168,,,,,
2018-01-09T11:52:00Z,Butte,4,39.37192,-121.53865,,166,,,,,
2018-01-09T12:44:00Z,Lassen,18,40.80968,-120.48641,,157,,,,,
2018-01-09T10:28:00Z,Madera,20,37.12759,-120.0193,,157,,,,,
2018-04-05T10:48:00Z,Alameda,1,37.63358,-121.49925,,155,,,,,
2018-01-09T12:12:00Z,Siskiyou,47,41.9808,-121.9741,,155,,,,,
2018-01-09T10:46:00Z,Riverside,33,33.98639,-117.21314,,153,,,,,
2018-01-09T13:34:00Z,Butte,4,39.74679,-121.67261,,150,,,,,
2018-01-09T12:05:00Z,San Luis Obispo,40,35.7751,-120.23656,,150,,,,,
2018-01-09T10:33:00Z,San Luis Obispo,40,35.6871,-120.3187,,150,,,,,
2018-01-09T10:01:00Z,Madera,20,36.90967,-119.79315,,150,,,,,
2018-01-09T09:53:00Z,San Bernardino,36,34.30104,-117.45646,,150,,,,,
2018-01-09T13:36:00Z,Trinity,53,40.46836,-123.51619,,148,,,,,
2018-01-09T13:22:00Z,Mendocino,23,39.02482,-123.1362,,146,,,,,
2018-01-09T13:27:00Z,Butte,4,40.07613,-121.56858,,143,,,,,
2018-01-09T12:06:00Z,El Dorado,9,38.559707,-120.70013,,140,,,,,
2018-01-09T13:21:00Z,El Dorado,9,38.5758,-120.915,,136,,,,,
2018-01-09T12:07:00Z,Los Angeles,19,34.792882,-118.851943,,135,,,,,
2018-01-09T10:32:00Z,Tulare,54,35.8556,-118.74542,,135,,,,,
2018-01-09T10:34:00Z,Butte,4,39.69717,-121.75417,,134,,,,,
2018-01-09T13:33:00Z,Calaveras,5,38.40234,-120.52953,,130,,,,,
2018-01-09T12:50:00Z,San Diego,37,32.6001,-116.76997,,130,,,,,
2018-01-09T09:54:00Z,San Luis Obispo,40,35.78286,-120.22647,,130,,,,,
2018-01-09T11:16:00Z,Shasta,45,40.69554,-122.0122,,128,,,,,
2018-01-09T09:52:00Z,Fresno,10,36.5355,-120.6585,,126,,,,,
2018-01-09T12:40:00Z,Mariposa,22,37.62823,-120.30046,,125,,,,,
2018-01-09T12:14:00Z,Tuolumne,55,37.90014,-120.36005,,124,,,,,
2018-01-09T12:19:00Z,Riverside,33,34.009026,-117.239099,,122,,,,,
2018-01-09T12:50:00Z,San Luis Obispo,40,35.31886,-120.50886,,120,,,,,
2018-01-09T10:16:00Z,Riverside,33,33.88287,-116.99651,,120,,,,,
2018-01-09T11:58:00Z,Calaveras,5,38.29113,-120.62177,,117,,,,,
2018-01-09T13:41:00Z,Alameda,1,37.7393,-121.85663,,116,,,,,
2018-01-09T12:35:00Z,Napa,28,38.49336,-122.2483,,114,,,,,
2018-01-09T12:45:00Z,Fresno,10,36.93332,-119.43376,,111,,,,,
2018-01-09T11:01:00Z,Butte,4,39.38416,-121.5786,,111,,,,,
2018-01-09T13:26:00Z,San Luis Obispo,40,35.3024,-120.65279,,105,,,,,
2018-01-09T10:33:00Z,Riverside,33,33.950382,-116.884446,,105,,,,,
2018-04-12T14:52:00Z,Butte,4,39.76243,-121.74121,,103,,,,,
2018-01-09T12:48:00Z,Fresno,10,36.36113,-120.32685,,102,,,,,
2018-01-09T11:53:00Z,Santa Clara,43,37.39801,-121.8179,,101,,,,,
2018-01-09T13:41:00Z,San Diego,37,32.64962,-116.37345,,100,,,,,
2018-04-05T12:01:00Z,Sonoma,49,38.46123,-122.58152,,100,,,,,
2018-01-09T13:38:00Z,Lake,17,39.0199,-122.57487,,100,,,,,
2018-01-09T13:29:00Z,Solano,48,38.43658,-121.97233,,100,,,,,
2018-01-09T12:50:00Z,Santa Clara,43,36.99092,-121.59899,,100,,,,,
2018-01-09T12:51:00Z,Fresno,10,36.09486,-120.52189,,100,,,,,
2018-01-09T12:39:00Z,Santa Clara,43,37.14653,-121.68165,,100,,,,,
2018-01-09T12:16:00Z,San Bernardino,36,34.19076,-117.26969,,100,,,,,
2018-01-09T13:46:00Z,San Bernardino,36,34.035344,-116.940661,,99,,,,,
2018-01-09T12:23:00Z,Riverside,33,33.57139,-116.8247,,92,,,,,
2018-01-09T11:45:00Z,Fresno,10,36.95104,-119.65621,,91,,,,,
2018-01-09T10:27:00Z,Butte,4,39.52499,-121.64897,,91,,,,,
2018-01-09T11:46:00Z,Madera,20,37.09773,-120.02027,,90,,,,,
2018-01-09T13:29:00Z,Lake,17,39.15016,-122.576,,87,,,,,
2018-01-09T13:45:00Z,Ventura,56,34.34949,-119.30918,,86,,,,,
2018-01-09T12:49:00Z,Riverside,33,117.337331,34.015742,,85,,,,,
2018-01-09T12:17:00Z,Humboldt,12,40.11794,-123.76099,,85,,,,,
2018-01-09T12:03:00Z,San Bernardino,36,34.20152,-117.14466,,85,,,,,
2018-01-09T11:11:00Z,Santa Clara,43,37.3344,-121.71752,,85,,,,,
2018-01-09T12:27:00Z,Monterey,27,35.86596,-120.64584,,82,,,,,
2018-01-09T13:38:00Z,San Diego,37,33.38613,-117.46709,,81,,,,,
2018-01-09T13:49:00Z,El Dorado,9,38.869036,-119.61865,,80,,,,,
2018-01-09T13:18:00Z,Plumas,32,40.13278,-120.9204,,79,,,,,
2018-01-09T10:23:00Z,Tulare,54,35.89423,-119.00334,,79,,,,,
2018-01-09T12:04:00Z,Santa Clara,43,36.96607,-121.55552,,78,,,,,
2018-01-09T10:25:00Z,Tehama,52,40.38944,-122.13088,,78,,,,,
2018-02-09T09:52:00Z,Nevada,29,39.19325,-121.08406,,76,,,,,
2018-01-09T10:31:00Z,Fresno,10,36.8005,-119.35901,,76,,,,,
2018-01-09T13:26:00Z,San Luis Obispo,40,35.5956,-120.56068,,74,,,,,
2018-01-09T11:50:00Z,El Dorado,9,38.7803,-120.97111,,74,,,,,
2018-01-09T11:47:00Z,San Bernardino,36,34.07612,-117.06765,,74,,,,,
2018-01-09T13:37:00Z,San Luis Obispo,40,35.78616,-120.96514,,73,,,,,
2018-01-09T12:01:00Z,Riverside,33,33.75526,-117.25075,,72,,,,,
2018-01-09T12:17:00Z,San Luis Obispo,40,35.4403,-120.2913,,70,,,,,
2018-01-09T11:58:00Z,Colusa,6,39.01224,-122.20127,,70,,,,,
2018-01-09T11:52:00Z,Santa Clara,43,37.25014,-121.68562,,70,,,,,
2018-01-09T10:05:00Z,Fresno,10,36.60736,-120.5828,,70,,,,,
2018-01-09T12:46:00Z,Fresno,10,36.7279,-119.28241,,69,,,,,
2018-01-09T10:22:00Z,Sacramento,34,38.33707,-121.11113,,68,,,,,
2018-01-09T10:26:00Z,Lassen,18,40.03392,-120.1064,,67,,,,,
2018-01-09T10:59:00Z,Stanislaus,50,37.82934,-120.68992,,65,,,,,
2018-01-09T12:07:00Z,Riverside,33,33.81976,-117.18552,,63,,,,,
2018-01-09T10:33:00Z,Mariposa,22,37.36914,-120.0088,,63,,,,,
2018-01-09T12:44:00Z,San Diego,37,33.20988,-116.46989,,62,,,,,
2018-01-09T12:28:00Z,Lake,17,38.94599,-122.81135,,62,,,,,
2018-01-09T11:48:00Z,Stanislaus,50,37.64898,-120.4925,,62,,,,,
2018-01-09T10:35:00Z,Tehama,52,40.32063,-122.83208,,60,,,,,
2018-01-09T11:59:00Z,Tulare,54,36.18815,-118.78928,,59,,,,,
2018-01-09T11:53:00Z,Calaveras,5,38.18303,-120.85322,,59,,,,,
2018-01-09T13:36:00Z,Fresno,10,36.7528,-119.2288,,58,,,,,
2018-01-09T13:20:00Z,Lake,17,39.42604,-123.03344,,58,,,,,
2018-01-09T12:01:00Z,Tulare,54,36.64404,-118.99944,,58,,,,,
2018-01-09T11:48:00Z,San Luis Obispo,40,35.346,-120.62825,,58,,,,,
2018-01-09T12:07:00Z,Tehama,52,40.1583,-122.3209,,57,,,,,
2018-01-09T11:43:00Z,Fresno,10,36.81476,-119.51592,,57,,,,,
2018-01-09T10:59:00Z,Siskiyou,47,41.93006,-122.36545,,56,,,,,
2018-01-09T13:23:00Z,Solano,48,38.4446,-122.0041,,55,,,,,
2018-01-09T12:47:00Z,Siskiyou,47,41.99483,-121.90077,,55,,,,,
2018-01-09T11:11:00Z,Los Angeles,19,34.03941,-118.58624,,55,,,,,
2018-01-09T12:46:00Z,Siskiyou,47,41.222,-122.292,,54,,,,,
2018-01-09T12:46:00Z,Siskiyou,47,41.222,-122.27499,,54,,,,,
2018-01-09T11:00:00Z,Santa Clara,43,37.33454,-121.76323,,54,,,,,
2018-01-09T12:07:00Z,Santa Clara,43,37.44485,-121.84108,,51,,,,,
2018-01-09T13:45:00Z,Kern,15,35.21556,-118.56578,,50,,,,,
2018-01-09T13:42:00Z,Riverside,33,33.8826,-117.00589,,50,,,,,
2018-01-09T13:40:00Z,Los Angeles,19,34.22551,-118.05545,,50,,,,,
2018-01-09T13:20:00Z,San Mateo,41,37.41591,-122.3001,,50,,,,,
2018-01-09T12:19:00Z,Kern,15,35.70639,-118.47307,,50,,,,,
2018-01-09T11:59:00Z,Santa Barbara,42,34.72379,-120.13249,,50,,,,,
2018-01-09T11:50:00Z,Yuba,58,39.06308,-121.303,,50,,,,,
2018-01-09T11:43:00Z,Ventura,56,34.20599,-118.98603,,50,,,,,
2018-01-09T11:41:00Z,Riverside,33,33.87739,-117.16215,,50,,,,,
2018-01-09T10:32:00Z,San Diego,37,33.23281,-117.29509,,50,,,,,
2018-01-09T13:23:00Z,Madera,20,36.94652,-120.90462,,48,,,,,
2018-01-09T10:21:00Z,Riverside,33,33.58577,-116.07429,,48,,,,,
2018-01-09T13:46:00Z,San Benito,35,36.38109,-121.00391,,47,,,,,
2018-01-09T12:03:00Z,San Luis Obispo,40,35.06472,-120.5634,,47,,,,,
2018-01-09T12:45:00Z,Riverside,33,33.6444,-117.3968,,46,,,,,
2018-01-09T11:54:00Z,San Bernardino,36,34.149,-117.189,,46,,,,,
2018-01-09T10:27:00Z,Siskiyou,47,41.8721,-122.4571,,46,,,,,
2018-01-09T13:49:00Z,Riverside,33,33.9885,-117.38417,,45,,,,,
2018-01-09T13:34:00Z,San Luis Obispo,40,35.28738,-120.44448,,45,,,,,
2018-01-09T09:41:00Z,Shasta,45,40.48712,-121.85645,,45,,,,,
2018-01-09T12:45:00Z,Alameda,1,37.56181,-121.56425,,44,,,,,
2018-01-09T13:46:00Z,Tehama,52,39.81517,-122.28165,,43,,,,,
2018-01-09T13:19:00Z,Monterey,27,36.17297,-120.87609,,43,,,,,
2018-01-09T11:11:00Z,Monterey,27,35.96275,-121.08753,,42,,,,,
2018-01-09T11:07:00Z,Tehama,52,40.10282,-122.27379,,42,,,,,
2018-01-09T10:24:00Z,Modoc,25,41.38247,-120.53443,,42,,,,,
2018-01-09T12:38:00Z,Siskiyou,47,41.99279,-122.9401,,41,,,,,
2018-01-09T11:11:00Z,Los Angeles,19,34.10446,-118.70294,,41,,,,,
2018-01-09T09:57:00Z,Kern,15,35.05076,-118.90004,,41,,,,,
2018-01-09T13:47:00Z,Riverside,33,33.96514,-117.4764,,40,,,,,
2018-01-09T13:46:00Z,Riverside,33,33.90327,-116.50151,,40,,,,,
2018-01-09T13:45:00Z,San Bernardino,36,34.13534,-117.4982,,40,,,,,
2018-01-09T13:31:00Z,Shasta,45,40.70627,-122.24199,,40,,,,,
2018-01-09T13:29:00Z,Kern,15,35.59302,-118.46734,,40,,,,,
2018-01-09T13:20:00Z,Del Norte,8,41.98128,-124.01168,,40,,,,,
2018-01-09T12:46:00Z,Humboldt,12,41.02705,-123.63721,,40,,,,,
2018-01-09T12:45:00Z,Tehama,52,40.29831,-122.70449,,40,,,,,
2018-01-09T11:59:00Z,Lake,17,38.86056,-122.62382,,40,,,,,
2018-01-09T11:56:00Z,Monterey,27,36.66684,-121.74826,,40,,,,,
2018-03-26T10:49:00Z,Tuolumne,55,37.896778,-120.504134,,39,,,,,
2018-01-09T12:05:00Z,Yuba,58,39.06522,-121.3519,,39,,,,,
2018-01-09T11:01:00Z,Solano,48,38.07481,-122.23004,,39,,,,,
2018-01-09T11:09:00Z,Marin,21,37.9775,-122.65749,,38,,,,,
2018-01-09T10:31:00Z,Tuolumne,55,37.85137,-120.45268,,38,,,,,
2018-01-09T13:46:00Z,Shasta,45,40.774,-122.309,,37,,,,,
2018-01-09T11:48:00Z,Mariposa,22,37.65963,-120.34802,,36,,,,,
2018-01-09T11:07:00Z,San Diego,37,33.1683,-116.77342,,36,,,,,
2018-01-09T13:28:00Z,Riverside,33,33.74925,-117.10301,,35,,,,,
2018-01-09T11:54:00Z,Marin,21,38.08055,-122.77846,,35,,,,,
2018-01-09T11:43:00Z,Riverside,33,33.99316,-117.48405,,35,,,,,
2018-01-09T11:09:00Z,Sacramento,34,38.45822,-120.92162,,35,,,,,
2018-01-09T10:29:00Z,Kern,15,35.37351,-118.84134,,35,,,,,
2018-01-09T10:07:00Z,Riverside,33,33.96419,-117.20507,,35,,,,,
2018-01-09T13:47:00Z,San Bernardino,36,34.21829,-117.40625,,34,,,,,
2018-01-09T13:19:00Z,Riverside,33,33.73547,-117.33364,,34,,,,,
2018-01-09T12:49:00Z,Humboldt,12,40.03697,-123.64214,,34,,,,,
2018-01-09T11:42:00Z,San Benito,35,36.85596,-121.30983,,34,,,,,
2018-01-09T11:46:00Z,Riverside,33,33.763304,-117.314994,,33,,,,,
2018-01-09T10:32:00Z,Riverside,33,33.584036,-116.972036,,33,,,,,
2018-01-09T10:24:00Z,Kern,15,35.60633,-118.4642,,33,,,,,
2018-01-09T12:16:00Z,Trinity,53,40.804,-123.375,,32,,,,,
2018-01-09T12:17:00Z,Trinity,53,40.79902,-123.39253,,32,,,,,
2018-01-09T11:54:00Z,Riverside,33,33.62613,-117.07975,,32,,,,,
2018-01-09T10:34:00Z,Monterey,27,35.90092,-120.93371,,32,,,,,
2018-01-09T10:30:00Z,Monterey,27,35.902149,-120.983684,,32,,,,,
2018-01-09T13:40:00Z,Monterey,27,36.5858,-121.80377,,31,,,,,
2018-01-09T12:44:00Z,Fresno,10,36.099681,-120.443545,,31,,,,,
2018-01-09T09:55:00Z,Kern,15,35.60001,-118.4683,,31,,,,,
2018-03-22T16:34:00Z,Los Angeles,19,34.52055,-118.62882,,30,,,,,
2018-01-09T12:18:00Z,Humboldt,12,40.27582,-123.64281,,30,,,,,
2018-01-09T11:42:00Z,Riverside,33,33.96896,-117.25411,,30,,,,,
2018-01-09T13:35:00Z,El Dorado,9,38.77921,-120.46234,,29,,,,,
2018-01-09T11:51:00Z,Tehama,52,40.29118,-122.42606,,29,,,,,
2018-01-09T13:24:00Z,Butte,4,39.8255,-121.7127,,28,,,,,
2018-01-09T12:48:00Z,Modoc,25,41.4844,-120.36659,,28,,,,,
2018-01-09T11:08:00Z,Del Norte,8,41.93323,-124.19629,,28,,,,,
2018-01-09T10:33:00Z,Riverside,33,33.79925,-117.11659,,28,,,,,
2018-01-09T12:48:00Z,Modoc,25,41.64469,-120.31814,,27,,,,,
2018-01-09T10:24:00Z,Riverside,33,33.82165,-116.96079,,27,,,,,
2018-01-09T13:25:00Z,Yuba,58,39.03168,-121.40947,,26,,,,,
2018-01-09T10:59:00Z,Riverside,33,33.71025,-117.31924,,26,,,,,
2018-01-09T10:23:00Z,Riverside,33,33.94788,-116.59719,,26,,,,,
2018-01-09T13:40:00Z,San Diego,37,33.18716,-116.50897,,25,,,,,
2018-01-09T13:23:00Z,San Luis Obispo,40,35.76343,-121.04445,,25,,,,,
2018-01-09T13:19:00Z,San Diego,37,32.59252,-116.61609,,25,,,,,
2018-01-09T12:49:00Z,Shasta,45,40.71923,-122.02525,,25,,,,,
2018-01-09T11:09:00Z,San Diego,37,32.7789,-116.8516,,25,,,,,
2018-01-09T10:35:00Z,Madera,20,37.02081,-119.95136,,25,,,,,
2018-01-09T10:24:00Z,Los Angeles,19,34.29931,-118.37539,,25,,,,,
2018-01-09T10:10:00Z,San Diego,37,32.679,-116.29296,,25,,,,,
2018-01-09T13:32:00Z,Riverside,33,33.50488,-117.02132,,23,,,,,
2018-01-09T13:25:00Z,Alameda,1,37.77982,-122.169,,22,,,,,
2018-01-09T11:44:00Z,Calaveras,5,38.20176,-120.67848,,22,,,,,
2018-01-09T10:31:00Z,Napa,28,38.68347,-122.2654,,22,,,,,
2018-01-09T13:42:00Z,San Luis Obispo,40,35.41112,-120.00353,,21,,,,,
2018-01-09T13:19:00Z,Lake,17,39.01748,-122.49327,,21,,,,,
2018-01-09T11:44:00Z,Tulare,54,36.10858,-118.81979,,21,,,,,
2018-01-09T11:00:00Z,Butte,4,39.364,-121.4143,,21,,,,,
2018-01-09T10:32:00Z,Shasta,45,0,0,,21,,,,,
2018-01-09T10:07:00Z,San Benito,35,36.35578,-120.99552,,21,,,,,
2018-01-09T13:30:00Z,Humboldt,12,40.88516,-123.96844,,20,,,,,
2018-01-09T13:30:00Z,Sonoma,49,38.51937,-123.24713,,20,,,,,
2018-01-09T13:29:00Z,Tehama,52,40.20077,-122.24731,,20,,,,,
2018-01-09T12:16:00Z,Tuolumne,55,37.65986,-120.31157,,20,,,,,
2018-01-09T12:03:00Z,San Bernardino,36,34.139,-117.199,,20,,,,,
2018-01-09T11:58:00Z,Mendocino,23,39.13207,-123.10227,,20,,,,,
2018-01-09T10:32:00Z,Riverside,33,33.52584,-116.85226,,20,,,,,
2018-01-09T10:26:00Z,Contra Costa,7,37.86549,-122.2102,,20,,,,,
2018-01-09T10:04:00Z,Kings,16,35.983,-119.91508,,20,,,,,
2018-01-09T09:56:00Z,Monterey,27,35.77082,-120.92482,,20,,,,,
2018-01-09T13:49:00Z,Riverside,33,33.88994,-116.91023,,19,,,,,
2018-01-09T13:33:00Z,Nevada,29,39.06414,-121.13737,,19,,,,,
2018-01-09T12:38:00Z,Riverside,33,33.797216,-117.124538,,19,,,,,
2018-01-09T12:16:00Z,Humboldt,12,40.39799,-123.57562,,19,,,,,
2018-01-09T12:01:00Z,Stanislaus,50,37.81827,-120.65764,,19,,,,,
2018-01-09T11:08:00Z,Siskiyou,47,40.703775,-122.645079,,19,,,,,
2018-01-09T09:54:00Z,Kern,15,35.71704,-118.30601,,19,,,,,
2018-01-09T12:45:00Z,Sonoma,49,38.26294,-122.71998,,18,,,,,
2018-01-09T11:43:00Z,Butte,4,39.53944,-121.54722,,18,,,,,
2018-01-09T10:21:00Z,Fresno,10,36.61332,-120.7109,,18,,,,,
2018-01-09T09:58:00Z,Monterey,27,36.1727,-120.86682,,18,,,,,
2018-01-09T13:29:00Z,Mariposa,22,37.41231,-119.87465,,17,,,,,
2018-01-09T12:42:00Z,Shasta,45,40.92602,-121.5935,,17,,,,,
2018-01-09T12:12:00Z,Shasta,45,40.69259,-122.17384,,17,,,,,
2018-01-09T10:06:00Z,San Luis Obispo,40,35.556667,-120.474,,17,,,,,
2018-01-09T09:59:00Z,Monterey,27,36.2771,-120.94328,,17,,,,,
2018-01-09T09:56:00Z,Riverside,33,33.88466,-116.99229,,17,,,,,
2018-01-09T10:23:00Z,Kern,15,35.188,-119.2877,,16,,,,,
2018-01-09T10:22:00Z,San Bernardino,36,34.04412,-116.55326,,16,,,,,
2018-01-09T10:17:00Z,Fresno,10,36.96642,-119.58292,,16,,,,,
2018-01-09T12:31:00Z,Tehama,52,39.87983,-122.5415,,15,,,,,
2018-01-09T12:06:00Z,Nevada,29,39.16826,-120.95498,,15,,,,,
2018-01-09T11:58:00Z,Modoc,25,41.45589,-120.56933,,15,,,,,
2018-01-09T11:10:00Z,Monterey,27,35.947,-120.87492,,15,,,,,
2018-01-09T10:21:00Z,Calaveras,5,38.19906,-120.83484,,15,,,,,
2018-01-09T09:50:00Z,Riverside,33,33.56777,-116.08003,,15,,,,,
2018-01-09T13:49:00Z,Santa Barbara,42,34.71796,-120.27077,,14,,,,,
2018-01-09T13:49:00Z,Santa Barbara,42,34.605358,-120.414875,,14,,,,,
2018-01-09T11:17:00Z,Butte,4,39.8629,-121.6268,,14,,,,,
2018-01-09T10:29:00Z,Monterey,27,35.80375,-120.52508,,14,,,,,
2018-01-09T10:05:00Z,Riverside,33,33.97155,-117.44148,,14,,,,,
2018-01-09T13:41:00Z,Stanislaus,50,37.89532,-120.84748,,13,,,,,
2018-01-09T12:06:00Z,El Dorado,9,38.69775,-120.73757,,13,,,,,
