Extinguished (Date),Counties (Location),CountyIds (might not need this one),Latitude,Longitude,Wildfire_Probability,AcresBurned,Avg_Temperature,Avg_Humidity,Rainfall_30,Rainfall_60,Rainfall_90
2015-03-02T09:00:00Z,Siskiyou,47,41.485,-121.851,,200,,,,,
2015-07-30T16:00:00Z,Contra Costa,7,37.81629,-121.68113,,195,,,,,
2015-08-16T12:00:00Z,Ventura,56,0,0,,186,,,,,
2015-07-14T08:30:00Z,Siskiyou,47,41.8048,-122.5029,,181,,,,,
2015-06-19T17:45:00Z,San Diego,37,32.9421,-116.8534,,171,,,,,
2015-09-11T19:17:00Z,Fresno,10,40.400196,-120.553075,,170,,,,,
2015-07-04T20:15:00Z,Tehama,52,39.8448,-122.3638,,170,,,,,
2015-08-21T18:45:00Z,Kern,15,0,0,,167,,,,,
2015-07-26T06:45:00Z,San Diego,37,33.383889,-116.868611,,167,,,,,
2015-06-25T07:00:00Z,Ventura,56,0,0,,164,,,,,
2015-08-01T21:45:00Z,Humboldt,12,41.295667,-123.784067,,158,,,,,
2015-06-22T11:45:00Z,Yuba,58,39.2688,-121.26471,,158,,,,,
2015-07-08T20:45:00Z,Solano,48,38.4113,-122.0789,,150,,,,,
2015-07-04T13:00:00Z,Riverside,33,0,0,,150,,,,,
2015-08-29T07:00:00Z,Humboldt,12,40.1058823,-124.0720419,,146,,,,,
2015-04-18T23:50:00Z,Plumas,32,40.05083333,-120.7016667,,137,,,,,
2015-06-23T18:25:00Z,Madera,20,37.072561,-119.6958,,135,,,,,
2015-08-29T18:45:00Z,Trinity,53,40.724898,-122.96174,,128,,,,,
2015-06-18T21:15:00Z,San Joaquin,39,0,0,,122,,,,,
2015-07-26T10:10:00Z,Modoc,25,41.29226,-121.172117,,116,,,,,
2015-08-18T07:15:00Z,Calaveras,5,38.052,-120.5577,,114,,,,,
2015-08-16T19:20:00Z,Tuolumne,55,37.83618,-120.61691,,112,,,,,
2015-07-03T18:00:00Z,Lassen,18,0,0,,111,,,,,
2015-09-03T14:30:00Z,Sacramento,34,0,0,,110,,,,,
2015-08-09T20:30:00Z,Tehama,52,40.3506868,-121.7786799,,110,,,,,
2015-06-08T11:45:00Z,Placer,31,0,0,,110,,,,,
2015-09-13T10:15:00Z,Shasta,45,40.47512,-122.52541,,109,,,,,
2015-09-15T19:15:00Z,Tuolumne,55,38.04684,-120.30188,,108,,,,,
2015-10-02T17:50:00Z,Butte,4,39.8707,-121.8938,,104,,,,,
2015-06-29T09:00:00Z,San Bernardino,36,34.165974,-117.243878,,100,,,,,
2015-09-21T18:20:00Z,Monterey,27,36.5696373,-121.7556029,,95,,,,,
2015-07-15T07:00:00Z,San Luis Obispo,40,35.7183,-121.0157,,95,,,,,
2015-07-31T18:30:00Z,Shasta,45,40.49865,-122.20109,,90,,,,,
2015-08-05T17:45:00Z,Tulare,54,36.49845,-118.9009,,86,,,,,
2015-06-26T22:15:00Z,San Diego,37,32.6449163,-116.9454387,,80,,,,,
2015-06-05T16:32:00Z,Riverside,33,0,0,,80,,,,,
2015-07-25T22:00:00Z,Modoc,25,40.856422,-121.101623,,77,,,,,
2015-08-04T18:00:00Z,Shasta,45,40.67868,-121.93244,,75,,,,,
2015-07-31T18:40:00Z,Shasta,45,40.509552,-122.199227,,75,,,,,
2015-07-29T14:15:00Z,El Dorado,9,38.776,-120.404,,75,,,,,
2015-07-01T20:20:00Z,Butte,4,0,0,,75,,,,,
2015-09-03T19:35:00Z,Butte,4,26.42,-121,,72,,,,,
2015-08-22T18:00:00Z,Siskiyou,47,0,0,,69,,,,,
2015-06-15T18:45:00Z,Kern,15,35.77937,-120.19482,,67,,,,,
2015-08-05T09:00:00Z,San Bernardino,36,0,0,,65,,,,,
2015-07-22T10:00:00Z,Fresno,10,0,0,,60,,,,,
2015-06-20T19:35:00Z,Lassen,18,40.875667,-121.033667,,60,,,,,
2015-06-21T07:25:00Z,Riverside,33,0,0,,60,,,,,
2015-06-19T20:05:00Z,Mariposa,22,0,0,,60,,,,,
2015-06-17T06:45:00Z,Amador,3,38.260777,-121.135426,,60,,,,,
2015-08-04T08:15:00Z,Shasta,45,40.3929,-122.40546,,59,,,,,
2015-10-10T18:45:00Z,Siskiyou,47,0,0,,58,,,,,
2015-09-11T15:00:00Z,San Bernardino,36,34.23,-116.883,,55,,,,,
2015-08-10T15:05:00Z,San Diego,37,33.4115972,-117.2886249,,55,,,,,
2015-06-17T18:30:00Z,Tehama,52,40.0133,-122.552,,55,,,,,
2015-07-21T07:20:00Z,San Bernardino,36,34.0783472,-117.0487863,,54,,,,,
2015-06-25T18:45:00Z,Alameda,1,0,0,,53,,,,,
1969-12-31T16:00:00Z,Santa Barbara,42,34.9522,-120.2903,,52,,,,,
2015-11-07T16:45:00Z,Ventura,56,34.15,-118.879444,,50,,,,,
2015-08-03T08:55:00Z,Mendocino,23,39.43301,-123.36316,,50,,,,,
2015-09-15T19:10:00Z,Kern,15,0,0,,45,,,,,
2015-07-03T20:00:00Z,Alameda,1,0,0,,45,,,,,
2015-06-06T20:00:00Z,Fresno,10,0,0,,45,,,,,
2015-07-13T11:00:00Z,Modoc,25,0,0,,43,,,,,
2015-07-03T17:55:00Z,Santa Clara,43,0,0,,42,,,,,
2015-09-10T07:49:00Z,Lassen,18,40.400196,-120.553075,,40,,,,,
2015-07-28T15:00:00Z,Stanislaus,50,37.24523,-121.20324,,40,,,,,
2015-07-10T17:00:00Z,Solano,48,38.1029,-122.1578,,40,,,,,
2015-06-17T13:10:00Z,Napa,28,38.5287,-122.3415,,38,,,,,
2015-06-10T09:45:00Z,Napa,28,0,0,,36,,,,,
2015-09-10T17:05:00Z,Trinity,53,40,41.46,,35,,,,,
2015-07-05T11:30:00Z,El Dorado,9,0,0,,35,,,,,
2015-06-29T07:15:00Z,Mendocino,23,39.7806004,-123.248214,,35,,,,,
2015-09-21T14:36:00Z,Nevada,29,39.081,-121.194,,30,,,,,
2015-08-30T08:00:00Z,Lassen,18,41.12362,-121.194256,,30,,,,,
2015-08-05T07:30:00Z,Yuba,58,39.33303,-121.18735,,30,,,,,
2015-11-12T18:00:00Z,Ventura,56,0,0,,29,,,,,
2015-07-22T19:50:00Z,Placer,31,38.9361,-121.1548,,26,,,,,
2015-07-25T16:05:00Z,San Diego,37,32.682547,-116.51684,,25,,,,,
2015-07-20T15:30:00Z,San Benito,35,36.8727,-121.5681,,25,,,,,
2015-07-17T15:15:00Z,San Diego,37,33.21407,-116.73472,,25,,,,,
2015-07-05T11:30:00Z,El Dorado,9,0,0,,25,,,,,
2015-06-09T09:00:00Z,Mariposa,22,0,0,,25,,,,,
2015-06-06T06:45:00Z,Lake,17,0,0,,25,,,,,
2015-06-05T19:00:00Z,Riverside,33,0,0,,25,,,,,
2015-07-22T17:00:00Z,Siskiyou,47,41.999341,-121.891226,,24,,,,,
2015-07-05T09:00:00Z,Mendocino,23,39.0263,-123.303,,23,,,,,
2015-08-25T18:30:00Z,Lake,17,38.831478,-122.53428,,22,,,,,
2015-11-09T12:00:00Z,Santa Barbara,42,34.4828,-119.63216,,21,,,,,
2015-07-12T19:48:00Z,Riverside,33,33.986204,-117.43942,,21,,,,,
2015-06-11T18:15:00Z,Humboldt,12,41.1513,-123.8292,,20,,,,,
2015-06-28T18:00:00Z,Napa,28,38.519132,-122.181878,,19,,,,,
2015-07-08T16:30:00Z,Shasta,45,40.5953,-122.4397,,18,,,,,
2015-07-31T19:00:00Z,Humboldt,12,40.1093,-123.774,,16,,,,,
2015-08-01T15:25:00Z,Trinity,53,0,0,,0,,,,,
2015-06-22T12:05:00Z,Alpine,2,38.598056,-119.751944,,0,,,,,
2016-10-13T11:30:00Z,Monterey,27,36.45994,-121.89938,,132127,,,,,
2016-07-11T09:40:00Z,Kern,15,35.6115,-118.45628,,48019,,,,,
2016-09-06T07:30:00Z,San Luis Obispo,40,35.70595,-120.98316,,46344,,,,,
2016-08-23T07:45:00Z,San Bernardino,36,34.30372,-117.49342,,36274,,,,,
2016-08-28T18:15:00Z,Siskiyou,47,41.851,-123.118,,33867,,,,,
2016-09-15T15:20:00Z,Santa Barbara,42,0,0,,32606,,,,,
2016-10-01T06:00:00Z,Kern,15,35.7506,-118.5678,,29322,,,,,
2016-09-27T14:00:00Z,Santa Barbara,42,34.63445,-120.54421,,12518,,,,,
2016-08-16T08:00:00Z,San Bernardino,36,34.28771,-117.27338,,8110,,,,,
2016-06-30T18:30:00Z,San Diego,37,32.60729,-116.63028,,7609,,,,,
2016-07-12T14:30:00Z,Santa Barbara,42,34.776,-119.643,,7474,,,,,
2016-08-18T19:00:00Z,Fresno,10,36.09974,-120.51057,,7050,,,,,
2016-08-12T15:00:00Z,Yolo,57,38.52513,-122.06788,,5731,,,,,
2016-07-18T09:50:00Z,El Dorado,"9,31",38.96741,-120.9375,,5646,,,,,
2016-07-18T09:50:00Z,Placer,"9,31",38.96741,-120.9375,,5646,,,,,
2016-09-18T08:10:00Z,Inyo,14,37.75985,-118.95309,,5443,,,,,
2018-04-23T15:07:00Z,Los Angeles,19,0,0,,5399,,,,,
2016-11-14T14:00:00Z,Los Angeles,19,34.31,-118.335,,4824,,,,,
2017-09-19T10:30:00Z,Santa Clara,43,37.10632,-121.85318,,4474,,,,,
2016-12-19T13:30:00Z,Tulare,54,35.984,-118.551,,4347,,,,,
2016-08-26T18:00:00Z,Lake,17,38.89741,-122.60664,,3929,,,,,
2016-05-25T18:15:00Z,Monterey,27,36.38123,-121.20059,,3876,,,,,
2016-05-20T18:00:00Z,San Luis Obispo,40,0,0,,3712,,,,,
2016-07-05T07:05:00Z,Fresno,10,36.0749,-120.452041,,2944,,,,,
2016-11-08T10:15:00Z,Siskiyou,47,41.623,-123.557,,2860,,,,,
2016-08-07T19:14:00Z,Mono,26,0,0,,2819,,,,,
2016-10-13T11:30:00Z,Modoc,25,41.2649,-120.3178,,2652,,,,,
2016-09-22T07:00:00Z,Lassen,18,40.3915,-120.7845,,2575,,,,,
2016-06-20T08:30:00Z,Monterey,27,36.01542,-121.25029,,2520,,,,,
2016-06-30T16:55:00Z,Ventura,56,34.701,-119.144,,2304,,,,,
2016-08-09T18:30:00Z,Fresno,10,37.01591,-119.50507,,2241,,,,,
2016-10-20T07:00:00Z,Fresno,10,36.94536,-119.25959,,2100,,,,,
2016-07-08T19:00:00Z,Kern,15,35.20993,-118.72272,,1785,,,,,
2016-09-29T17:00:00Z,Sonoma,49,38.80017,-122.82895,,1547,,,,,
2016-09-02T18:10:00Z,Riverside,33,0,0,,1470,,,,,
2016-06-26T18:50:00Z,Merced,24,37.07147,-121.20155,,1246,,,,,
2016-07-30T14:15:00Z,San Diego,37,33.393,-117.35093,,1245,,,,,
2016-07-16T12:00:00Z,Los Angeles,19,34.36763,-118.57245,,1109,,,,,
2016-10-04T22:00:00Z,Tuolumne,55,37.79635,-120.32484,,1080,,,,,
2016-09-12T14:51:00Z,Butte,4,39.6871,-121.571,,850,,,,,
2016-08-30T06:45:00Z,Siskiyou,47,41.7813,-122.611,,710,,,,,
2016-07-09T08:30:00Z,Mono,26,37.97,-119.14,,650,,,,,
2016-09-04T06:55:00Z,Humboldt,12,41.28486,-123.82268,,599,,,,,
2016-07-10T19:37:00Z,Kern,15,34.913,118.9082,,554,,,,,
2016-08-03T08:00:00Z,Butte,4,39.6708,-121.7192,,550,,,,,
2016-08-29T10:30:00Z,Kern,15,35.2013,-118.7212,,518,,,,,
2016-07-04T07:45:00Z,Tehama,52,40.0353,-122.56939,,464,,,,,
2016-08-31T18:50:00Z,Calaveras,5,38.1874,-120.6381,,450,,,,,
2016-07-12T07:00:00Z,Shasta,45,40.36873,-122.72913,,441,,,,,
2016-08-18T21:30:00Z,Yuba,58,36.16965,-121.38775,,400,,,,,
2016-11-08T10:15:00Z,Tulare,54,36.1648,-118.73906,,395,,,,,
2016-09-14T18:00:00Z,Modoc,25,41.4657,-120.9066,,380,,,,,
2016-06-29T07:30:00Z,Amador,3,38.385,-121.003611,,372,,,,,
2016-09-13T14:30:00Z,Tehama,52,40.30594,-122.1295,,360,,,,,
2016-07-16T18:30:00Z,Calaveras,5,38.08056,-120.81394,,341,,,,,
2016-07-08T19:32:00Z,Calaveras,5,38.02845,-120.61153,,310,,,,,
2016-09-21T09:30:00Z,Kern,15,0,0,,306,,,,,
2016-08-28T18:50:00Z,Kern,15,35.4976,-118.5097,,304,,,,,
2016-09-20T18:00:00Z,Sutter,51,39.188321,-121.78003,,300,,,,,
2016-05-25T08:00:00Z,Fresno,10,36.88286,-119.654,,278,,,,,
2016-06-27T06:15:00Z,Yolo,57,38.69971,-122.15457,,277,,,,,
2016-10-06T17:15:00Z,Plumas,32,39.92,-121.32,,248,,,,,
2016-06-20T06:00:00Z,San Benito,35,0,0,,237,,,,,
2016-07-14T12:00:00Z,Kern,15,35.68313,-118.21793,,221,,,,,
2016-09-27T14:00:00Z,Santa Barbara,42,34.75134,-120.55297,,215,,,,,
2016-06-28T20:00:00Z,Lake,17,39.12366,-122.50373,,215,,,,,
2016-06-26T07:00:00Z,Alameda,1,37.74369,-121.58677,,211,,,,,
2016-06-21T18:30:00Z,Amador,3,38.26874,-120.90265,,210,,,,,
2016-07-13T17:30:00Z,Fresno,10,36.92244,-119.39619,,188,,,,,
2016-10-17T11:45:00Z,El Dorado,9,38.93449,-120.10744,,176,,,,,
2016-07-15T08:00:00Z,Riverside,33,0,0,,173,,,,,
2016-05-19T18:00:00Z,Placer,31,38.8390117,-121.3090268,,169,,,,,
2016-09-06T18:15:00Z,Fresno,10,36.84479,-119.34487,,158,,,,,
2016-05-25T18:45:00Z,Los Angeles,19,34.276,-118.354,,156,,,,,
2016-04-29T17:15:00Z,Fresno,10,0,0,,151,,,,,
2016-09-17T18:00:00Z,Del Norte,8,37.75972,-120.029626,,150,,,,,
2016-09-05T06:55:00Z,Orange,30,33.6542,-117.5221,,150,,,,,
2016-05-10T18:45:00Z,San Luis Obispo,40,35.61961,-120.39993,,150,,,,,
2016-08-20T18:45:00Z,San Joaquin,39,37.62215,-121.36665,,147,,,,,
2016-07-07T19:00:00Z,Fresno,10,36.14161,-120.62048,,145,,,,,
2016-08-04T20:00:00Z,Stanislaus,50,0,0,,140,,,,,
2016-06-07T18:15:00Z,Riverside,33,33.476894,-117.140883,,139,,,,,
2016-07-16T07:40:00Z,Kern,15,35.60748,-118.94811,,138,,,,,
2016-05-17T19:10:00Z,Fresno,10,36.78769,-119.38248,,132,,,,,
2016-09-23T10:30:00Z,Butte,4,39.4403,-121.42647,,130,,,,,
2016-07-16T18:00:00Z,Fresno,10,37.0099,-119.5792,,123,,,,,
2016-08-07T19:33:00Z,Mono,26,0,0,,122,,,,,
2016-06-09T17:10:00Z,Stanislaus,50,37.17072,-121.42238,,120,,,,,
2016-07-31T18:30:00Z,Santa Clara,43,37.41896,-121.79669,,114,,,,,
2016-06-20T19:50:00Z,Butte,4,39.595,-121.6008,,112,,,,,
2016-07-06T20:00:00Z,Madera,20,37.25601,-119.65776,,103,,,,,
2016-09-25T13:15:00Z,Shasta,45,40,-121.93923,,100,,,,,
2016-08-18T19:50:00Z,Santa Clara,43,0,0,,100,,,,,
2016-08-07T20:15:00Z,Kern,15,35.24504,-118.60344,,100,,,,,
2016-08-04T07:45:00Z,Stanislaus,50,0,0,,100,,,,,
2016-07-23T08:45:00Z,Monterey,27,35.85093,-120.81081,,100,,,,,
2016-07-20T13:45:00Z,San Diego,37,32.9612,-116.7945,,100,,,,,
2016-07-10T19:30:00Z,San Benito,35,5487,-120.841536,,95,,,,,
2016-05-27T17:00:00Z,Butte,4,39.33035,-121.78973,,91,,,,,
2016-08-30T18:40:00Z,Butte,4,39.79547,-121.71662,,88,,,,,
2016-07-01T17:45:00Z,Tehama,52,40.07846,-122.2071,,88,,,,,
2016-06-21T15:45:00Z,Placer,31,38.86804,-121.37704,,88,,,,,
2016-07-11T06:35:00Z,Sacramento,34,38.517772,-121.103642,,87,,,,,
2016-06-29T17:00:00Z,San Luis Obispo,40,35.70821,-120.82266,,86,,,,,
2016-08-06T19:50:00Z,Madera,20,37.3228,-119.7738,,85,,,,,
2016-06-01T19:45:00Z,Tuolumne,55,37.927613,-120.528836,,85,,,,,
2016-07-15T15:40:00Z,Yolo,57,38.8866,-122.04726,,84,,,,,
2016-06-16T10:00:00Z,Calaveras,5,0,0,,83,,,,,
2016-06-12T15:45:00Z,San Benito,35,36.49914,-121.04993,,83,,,,,
2016-08-04T07:50:00Z,Tehama,52,40.19611,-122.26736,,80,,,,,
2016-07-25T19:20:00Z,Madera,20,0,0,,80,,,,,
2016-06-11T16:15:00Z,Tehama,52,39.7947,-121.857,,80,,,,,
2016-07-15T14:00:00Z,Ventura,56,36.92244,-119.39619,,78,,,,,
2016-09-12T19:00:00Z,Shasta,45,40.68192,-122.4096,,75,,,,,
2016-09-24T20:00:00Z,Fresno,10,36.6543,-119.5327,,70,,,,,
2016-06-20T18:15:00Z,Monterey,27,36.2833,-121.3306,,70,,,,,
2016-06-07T06:45:00Z,San Diego,37,33.41639,-117.08829,,70,,,,,
2016-07-22T18:15:00Z,Lake,17,39.0863,-122.7891,,69,,,,,
2016-10-12T18:00:00Z,Napa,28,38.40958,-122.43172,,65,,,,,
2016-06-12T12:30:00Z,Kern,15,35.77135,-120.251,,61,,,,,
2016-07-22T16:07:00Z,Solano,48,38.33475,-122.02564,,57,,,,,
2016-07-22T19:00:00Z,Calaveras,5,37.98171,-120.64241,,57,,,,,
2016-05-21T19:00:00Z,Siskiyou,47,0,0,,56,,,,,
2016-06-24T18:20:00Z,Monterey,27,36.1934,-120.9293,,52,,,,,
2016-09-15T09:10:00Z,Mendocino,23,39.7299,-123.5044,,50,,,,,
2016-09-09T06:00:00Z,San Bernardino,36,34.3183,-117.3189,,50,,,,,
2016-07-23T18:00:00Z,El Dorado,9,38.79549,-121.00299,,50,,,,,
2016-04-30T07:00:00Z,Ventura,56,0,0,,50,,,,,
2016-06-21T16:30:00Z,Butte,4,39.43351,-121.6051,,49,,,,,
2016-09-20T18:00:00Z,Nevada,29,39.20427,-121.05948,,47,,,,,
2016-06-29T18:30:00Z,Orange,30,33.57872,-117.77395,,47,,,,,
2016-09-25T17:45:00Z,Amador,3,38.5212,-120.8416,,45,,,,,
2016-08-10T17:00:00Z,Lake,17,36.09974,-120.51057,,45,,,,,
2016-07-01T19:50:00Z,Ventura,56,34.27619,-118.63264,,45,,,,,
2016-06-21T13:00:00Z,Tehama,52,39.93965,-122.40142,,43,,,,,
2016-06-04T17:00:00Z,Kern,15,0,0,,43,,,,,
2016-08-01T19:40:00Z,Lassen,18,0,0,,42,,,,,
2016-09-12T19:00:00Z,Sacramento,34,38.558,-121.1309,,40,,,,,
2016-08-29T15:00:00Z,Riverside,33,0,0,,40,,,,,
2016-07-24T19:00:00Z,Contra Costa,7,38.01264,-122.1885,,40,,,,,
1969-12-31T16:00:00Z,Nevada,29,39.39051,-120.51887,,38,,,,,
2016-07-31T18:55:00Z,Madera,20,37.24006,-119.4741,,38,,,,,
2016-08-31T07:15:00Z,Mendocino,23,39.8748511,-123.4267011,,36,,,,,
2016-08-10T17:00:00Z,Lake,17,38.68403,-122.26015,,36,,,,,
2016-08-11T18:30:00Z,San Diego,37,33.22558,-117.14547,,35,,,,,
2016-08-10T17:00:00Z,Shasta,45,40.61213,-122.47091,,35,,,,,
2016-07-29T15:10:00Z,Butte,4,0,0,,35,,,,,
2016-07-13T19:00:00Z,Calaveras,5,37.96311,-120.67335,,35,,,,,
2016-06-30T07:00:00Z,Calaveras,5,38.22017,-120.8678,,33,,,,,
2016-09-13T18:30:00Z,Siskiyou,47,41.6314,-122.7933,,32,,,,,
2016-08-01T08:05:00Z,Tuolumne,55,37.81434,-120.69521,,32,,,,,
2016-06-03T19:55:00Z,Sacramento,34,38.3131,-121.06452,,32,,,,,
2016-09-19T18:30:00Z,Butte,4,39.8851,-121.6998,,30,,,,,
2016-07-02T20:00:00Z,Inyo,14,36.58972,-118.15589,,30,,,,,
2016-06-03T17:30:00Z,San Benito,35,36.80296,-121.40304,,30,,,,,
2016-05-29T19:53:00Z,Butte,4,39.624017,-121.595093,,30,,,,,
2016-04-24T15:30:00Z,Merced,24,37.2171,-121.08036,,30,,,,,
2016-11-14T18:00:00Z,San Diego,37,33.254355,-117.158475,,28,,,,,
2016-07-24T14:30:00Z,San Diego,37,33.00056,-116.9571,,28,,,,,
2016-08-06T10:06:00Z,Amador,3,38.2581,-120.8657,,26,,,,,
2016-07-20T09:00:00Z,Siskiyou,47,41.96191,-122.59328,,26,,,,,
2016-09-02T06:55:00Z,Santa Clara,43,37.11831,-121.69784,,25,,,,,
2016-08-14T19:50:00Z,Santa Clara,43,37.06531,-121.68577,,25,,,,,
2016-08-07T19:18:00Z,El Dorado,9,0,0,,25,,,,,
2016-07-31T18:50:00Z,Lake,17,0,0,,25,,,,,
2016-06-04T15:30:00Z,El Dorado,9,38.64107,-120.6955,,25,,,,,
2016-05-12T20:45:00Z,Monterey,27,35.8378273,-121.0381507,,25,,,,,
2016-06-12T15:00:00Z,Shasta,45,40.61388,-122.46777,,24,,,,,
2016-08-16T08:45:00Z,Humboldt,12,40.4572,-124.05804,,23,,,,,
2016-07-22T12:00:00Z,Siskiyou,47,41.71847,-122.36924,,23,,,,,
2016-08-19T08:30:00Z,Humboldt,12,40.9878,-123.77832,,21,,,,,
2016-09-04T18:55:00Z,San Bernardino,36,34.25858,-117.4415,,20,,,,,
2016-08-31T07:05:00Z,Lake,17,39.1408865,-122.9148951,,20,,,,,
2016-05-13T22:30:00Z,Ventura,56,0,0,,20,,,,,
2016-08-31T07:05:00Z,Amador,3,0,0,,19,,,,,
2016-07-12T10:30:00Z,Ventura,56,33.11645,-116.58542,,15,,,,,
2016-07-26T19:25:00Z,Tehama,52,0,0,,11,,,,,
2016-05-25T20:00:00Z,Shasta,45,0,0,,11,,,,,
2016-12-19T13:30:00Z,Tulare,54,36.217,-118.551,,10,,,,,
2016-08-30T12:05:00Z,Alpine,2,38.57554,-120.00606,,0,,,,,
2016-08-09T17:15:00Z,Los Angeles,19,0,0,,0,,,,,
2016-06-19T08:30:00Z,San Luis Obispo,40,35.01382,-119.58206,,0,,,,,
2016-06-13T12:30:00Z,Los Angeles,19,0,0,,0,,,,,
2016-06-19T18:00:00Z,Tulare,54,35.84883,-118.08591,,0,,,,,
2016-04-19T15:30:00Z,Los Angeles,19,34.6888731,-118.7892593,,0,,,,,
2019-03-14T11:24:00Z,Santa Barbara,"42,56",34.41521,-119.09124,,281893,,,,,
2019-03-14T11:24:00Z,Ventura,"42,56",34.41521,-119.09124,,281893,,,,,
2018-01-09T11:52:00Z,Lassen,18,40.07045,-120.14013,,83733,,,,,
2018-01-09T12:05:00Z,Modoc,25,0,0,,83120,,,,,
2018-01-09T11:57:00Z,Mariposa,22,37.61757,-120.21321,,81826,,,,,
2018-01-09T12:43:00Z,Siskiyou,47,41.841,-123.474,,78698,,,,,
2018-02-09T09:30:00Z,Napa,"28,49",38.4041,-122.5209,,56556,,,,,
2018-02-09T09:30:00Z,Sonoma,"28,49",38.4041,-122.5209,,56556,,,,,
2018-02-09T09:37:00Z,Napa,"28,48",38.39206,-122.24367,,51624,,,,,
2018-02-09T09:37:00Z,Solano,"28,48",38.39206,-122.24367,,51624,,,,,
2018-01-09T11:51:00Z,Kings,16,35.93273,-120.20014,,48889,,,,,
2018-01-09T12:42:00Z,Siskiyou,47,42.039,-123.218,,39715,,,,,
2018-02-09T09:27:00Z,Napa,"28,49",38.60895,-122.62879,,36807,,,,,
2018-02-09T09:27:00Z,Sonoma,"28,49",38.60895,-122.62879,,36807,,,,,
2018-01-09T12:47:00Z,Tulare,54,36.15356,-118.74103,,36556,,,,,
2018-02-09T08:56:00Z,Mendocino,23,39.24873,-123.16635,,36523,,,,,
2018-01-09T11:46:00Z,San Luis Obispo,40,35.0179,-120.3223,,28687,,,,,
2018-01-09T12:07:00Z,Siskiyou,47,41.59,-123.501,,27276,,,,,
2018-01-09T12:49:00Z,Trinity,53,40.76025,-123.10003,,21846,,,,,
2018-01-09T13:27:00Z,Tulare,54,36.27138,-118.48555,,18900,,,,,
2018-01-09T12:48:00Z,Lassen,18,40.69573,-119.93499,,18618,,,,,
2018-01-09T11:49:00Z,Santa Barbara,42,34.55096,-119.9494,,18430,,,,,
2018-02-09T09:32:00Z,Sonoma,49,38.76549,-122.90939,,17357,,,,,
2018-01-09T11:01:00Z,Tulare,54,0,0,,16031,,,,,
2018-08-06T10:52:00Z,Los Angeles,19,34.31283,-118.35863,,15619,,,,,
2018-01-09T13:21:00Z,Trinity,53,40.2275,-123.03583,,13417,,,,,
2018-01-09T12:46:00Z,Madera,20,37.44663,-119.64622,,12407,,,,,
2018-01-09T10:04:00Z,Fresno,10,36.12089,-120.37116,,10343,,,,,
2018-02-09T09:39:00Z,Yuba,58,39.32198,-121.4021,,9989,,,,,
2018-04-05T10:47:00Z,Orange,30,33.87041,-117.70975,,9217,,,,,
2018-01-09T12:47:00Z,Mono,26,38.655,-119.55425,,8925,,,,,
2018-02-09T09:48:00Z,Butte,4,39.62496,-121.52966,,8417,,,,,
2018-01-09T12:16:00Z,Mariposa,22,37.644,-119.618,,8094,,,,,
2018-01-09T12:18:00Z,Modoc,25,41.466,-120.321,,7697,,,,,
2018-01-09T12:49:00Z,Los Angeles,19,34.22957,-118.2674,,7194,,,,,
2018-01-09T12:39:00Z,Mariposa,22,37.538,-119.598,,7000,,,,,
2018-01-09T11:08:00Z,Riverside,33,33.530045,-116.594422,,6309,,,,,
2018-02-09T09:50:00Z,Butte,4,39.39455,-121.40613,,6151,,,,,
2018-01-18T09:58:00Z,Los Angeles,19,34.45283,-118.58188,,6049,,,,,
2018-01-09T12:47:00Z,Lassen,18,40.43962,-120.22215,,6042,,,,,
2018-01-09T11:47:00Z,Butte,4,39.45352,-121.41222,,6033,,,,,
2018-01-09T09:51:00Z,Fresno,10,36.07228,-120.26561,,5738,,,,,
2018-01-09T12:15:00Z,Stanislaus,50,38.329,-119.782,,5247,,,,,
2018-01-09T12:27:00Z,Trinity,53,40.17598,-123.36882,,4736,,,,,
2018-01-09T12:08:00Z,Plumas,32,39.9034,-120.9761,,4310,,,,,
2018-01-09T13:47:00Z,San Diego,37,33.3237,-117.163,,4100,,,,,
2018-08-30T15:27:00Z,Butte,4,39.57701,-121.30209,,4016,,,,,
2018-01-09T12:50:00Z,Riverside,33,33.97471,-117.09984,,3874,,,,,
2018-01-09T12:26:00Z,Siskiyou,47,41.853,-123.676,,3142,,,,,
2018-01-09T11:46:00Z,Kern,15,35.77896,-118.89627,,2940,,,,,
2018-03-28T11:36:00Z,Orange,30,33.8668,-117.68598,,2662,,,,,
2018-01-09T13:18:00Z,Plumas,32,39.75312,-120.75485,,2575,,,,,
2018-01-09T12:44:00Z,Kings,16,36.05187,-120.05404,,2312,,,,,
2018-01-09T12:17:00Z,Tulare,54,36.257,-118.296,,2295,,,,,
2018-01-09T12:15:00Z,Tulare,54,36.0226,-118.94252,,2289,,,,,
2018-01-09T11:45:00Z,Yolo,57,38.49521,-122.0251,,2269,,,,,
2018-02-09T09:29:00Z,Lake,17,39.01387,-122.64543,,2207,,,,,
2018-01-09T10:06:00Z,San Diego,37,32.65597,-116.80527,,2056,,,,,
2018-01-09T13:33:00Z,Sonoma,49,0,0,,1868,,,,,
2018-01-09T11:50:00Z,Monterey,"27,40",35.86949,-120.57894,,1816,,,,,
2018-01-09T11:50:00Z,San Luis Obispo,"27,40",35.86949,-120.57894,,1816,,,,,
2018-01-09T09:56:00Z,Merced,24,36.96655,-120.89261,,1800,,,,,
2018-01-09T12:50:00Z,Stanislaus,50,38.12,-119.941,,1749,,,,,
