Counties (Location),FormattedDate,Wildfire_Probability,County (Actual Location),Stn Id,Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%),,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/17/2018,1,Kern,125,0,0,0,0,0.868027211,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,7/17/2018,1,Mendocino,106,0,0.07410796,0.048050139,0.039016115,0.696598639,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/17/2018,1,Monterey,113,0,0.000914913,0.000696379,0.000565451,0.59047619,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/18/2018,1,San Bernardino,192,0,0,0,0,0.632653061,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/18/2018,1,Tulare,86,0,0,0,0,0.917006803,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,7/19/2018,1,Colusa,250,0,0,0.004874652,0.003958157,0.761904762,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,7/19/2018,1,Mendocino,106,0.177083333,0.075937786,0.053969359,0.043822448,0.672108844,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/19/2018,1,San Luis Obispo,163,0,0.010978957,0.011142061,0.009612666,0.662585034,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,7/19/2018,1,Tehama,222,0,0,0.041086351,0.033361606,0.802721088,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/20/2018,1,Kern,125,0,0,0,0,0.884353741,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,7/20/2018,1,Merced,148,0,0,0.001044568,0.000848176,0.765986395,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Diego,7/20/2018,1,San Diego,153,0,0.002744739,0.001044568,0.000848176,0.688435374,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Fresno,7/21/2018,1,Fresno,142,0,0,0,0,0.840816327,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,7/21/2018,1,Santa Barbara,64,0,0,0.000696379,0.000565451,0.63537415,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,7/21/2018,1,Santa Barbara,107,0,0.027447392,0.02367688,0.034209782,0.57414966,0.840425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/21/2018,1,Santa Clara,211,0,0.03568161,0.014275766,0.011591744,0.601360544,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,7/22/2018,1,Butte,12,0,0,0.026114206,0.021204411,0.752380952,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,7/23/2018,1,San Benito,126,0,0,0.037256267,0.083969466,0.620408163,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/23/2018,1,San Bernardino,251,0,0,0,0.001979078,0.813605442,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/23/2018,1,Siskiyou,225,0,0.001829826,0.058147632,0.083969466,0.744217687,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/23/2018,1,Tulare,86,0,0,0,0,0.846258503,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,7/24/2018,1,Stanislaus,194,0,0,0.008356546,0.006785411,0.768707483,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,7/24/2018,1,Colusa,250,0,0,0.004874652,0.003958157,0.731972789,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/25/2018,1,El Dorado,13,0,0,0,0.013005372,0.82585034,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/25/2018,1,Los Angeles,204,0,0.000914913,0.001044568,0.001130902,0.893877551,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/25/2018,1,Monterey,113,0,0.000914913,0.000696379,0.000565451,0.643537415,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,7/25/2018,1,Napa,77,0,0,0,0.005937235,0.634013605,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/25/2018,1,San Bernardino,192,0,0,0,0,0.659863946,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,7/26/2018,1,Marin,187,0,0,0.000348189,0.001130902,0.523809524,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/27/2018,1,Butte,12,0,0,0,0.021204411,0.719727891,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,7/27/2018,1,Lassen,57,0,0,0.005571031,0.047780605,0.73877551,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/27/2018,1,Los Angeles,159,0,0,0.005222841,0.027989822,0.828571429,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,7/27/2018,1,Madera,188,0,0,0,0.000282725,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,7/27/2018,1,Orange,75,0,0,0,0.000565451,0.700680272,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/27/2018,1,Riverside,44,0,0.003659652,0.001392758,0.008481764,0.779591837,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/27/2018,1,San Diego,153,0,0.002744739,0.001044568,0.000848176,0.715646259,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,7/27/2018,1,Shasta,224,0,0,0,0.032230704,0.776870748,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,7/27/2018,1,Solano,139,0,0,0,0.000282725,0.704761905,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,7/27/2018,1,Stanislaus,194,0,0,0,0.006785411,0.731972789,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,7/27/2018,1,Ventura,198,0,0,0.000348189,0.000565451,0.610884354,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/28/2018,1,Monterey,113,0,0.000914913,0.000348189,0.000565451,0.553741497,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,7/28/2018,1,Santa Barbara,107,0.010416667,0.021957914,0.021239554,0.031947979,0.561904762,0.882978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,7/28/2018,1,Tehama,222,0,0,0.004526462,0.033361606,0.745578231,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,7/29/2018,1,Orange,245,0,0,0.001044568,0.011591744,0.702040816,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/31/2018,1,Los Angeles,204,0,0.000914913,0.001044568,0.000848176,0.805442177,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,7/31/2018,1,Merced,148,0,0,0,0.000848176,0.726530612,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,7/31/2018,1,Merced,92,0,0,0,0.000282725,0.72244898,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,8/1/2018,1,Butte,244,0,0,0,0.004523608,0.786394558,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/1/2018,1,Kern,125,0,0,0,0,0.876190476,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/1/2018,1,Riverside,208,0,0.010064044,0.004874652,0.007068137,0.967346939,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,8/1/2018,1,San Benito,126,0,0,0.002437326,0.078032231,0.579591837,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,8/1/2018,1,Ventura,217,0,0,0,0,0.700680272,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/3/2018,1,San Diego,153,0,0.002744739,0.001044568,0.000848176,0.719727891,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,8/4/2018,1,Contra Costa,47,0,0.013723696,0.006963788,0.005654509,0.740136054,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,8/4/2018,1,Siskiyou,225,0,0.003659652,0.002437326,0.082838564,0.534693878,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/5/2018,1,San Diego,153,0,0.002744739,0.001044568,0.000848176,0.695238095,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,8/6/2018,1,Contra Costa,170,0,0.000914913,0.001740947,0.001413627,0.658503401,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/6/2018,1,San Diego,147,0.020833333,0.01189387,0.010097493,0.010743568,0.696598639,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,8/6/2018,1,San Luis Obispo,160,0,0,0,0.000565451,0.589115646,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,8/6/2018,1,Siskiyou,225,0,0.003659652,0.002437326,0.082838564,0.589115646,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/6/2018,1,Tehama,222,0,0,0.004526462,0.033361606,0.672108844,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/6/2018,1,Tehama,222,0,0,0.004526462,0.033361606,0.672108844,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/7/2018,1,Riverside,44,0,0.001829826,0.001392758,0.001979078,0.838095238,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,8/9/2018,1,Stanislaus,194,0,0,0,0.006785411,0.737414966,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,8/9/2018,1,Madera,188,0,0,0,0.000282725,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/9/2018,1,San Diego,173,0,0.002744739,0.001044568,0.001413627,0.681632653,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,8/10/2018,1,Shasta,224,0,0,0,0.031947979,0.749659864,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,8/11/2018,1,Madera,188,0,0,0,0.000282725,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,8/12/2018,1,Santa Clara,211,0,0,0.013579387,0.011591744,0.559183673,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/13/2018,1,Shasta,224,0,0,0,0.031947979,0.696598639,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,8/15/2018,1,El Dorado,228,0,0,0,0.007916313,0.646258503,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,8/15/2018,1,Inyo,35,0,0.039341263,0.038649025,0.039864292,0.657142857,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/16/2018,1,Lassen,57,0,0,0.005571031,0.035057959,0.665306122,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/16/2018,1,Monterey,114,0,0,0.068245125,0.084252191,0.541496599,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/17/2018,1,Kern,125,0,0,0,0,0.819047619,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/17/2018,1,San Diego,147,0,0.008234218,0.008008357,0.010460843,0.669387755,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,8/18/2018,1,Butte,244,0,0,0,0.004523608,0.842176871,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,8/19/2018,1,Alameda,191,0.010416667,0.008234218,0.006267409,0.015267176,0.614965986,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,8/19/2018,1,San Benito,126,0,0.000914913,0.000348189,0.036754312,0.517006803,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,8/19/2018,1,Stanislaus,194,0,0,0,0.006785411,0.714285714,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,8/22/2018,1,Alameda,191,0,0.008234218,0.006267409,0.01498445,0.552380952,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,8/23/2018,1,Monterey,113,0,0,0.000348189,0.000565451,0.546938776,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/25/2018,1,Lassen,57,0,0,0,0.004523608,0.540136054,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,8/26/2018,1,Placer,195,0,0,0,0,0.672108844,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,8/26/2018,1,Tulare,169,0,0,0,0,0.682993197,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,8/27/2018,1,Amador,227,0,0,0,0,0.544217687,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,8/27/2018,1,Yolo,226,0,0.007319305,0.006267409,0.008481764,0.568707483,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,8/30/2018,1,Tehama,222,0,0,0,0.003675431,0.589115646,0.617021277,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,8/31/2018,1,Butte,12,0,0,0,0,0.674829932,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,9/1/2018,1,Mendocino,106,0,0,0.016713092,0.030534351,0.598639456,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,9/2/2018,1,Kern,125,0,0,0,0,0.733333333,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,9/2/2018,1,Placer,195,0,0,0,0,0.726530612,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,9/3/2018,1,Santa Barbara,165,0,0,0,0.019790783,0.534693878,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,9/3/2018,1,Sutter,235,0,0.000914913,0.000348189,0.000282725,0.623129252,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,9/4/2018,1,Los Angeles,220,0,0,0.000696379,0.001696353,0.755102041,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/4/2018,1,Riverside,179,0,0.003659652,0.004526462,0.003675431,0.619047619,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,9/4/2018,1,San Benito,126,0,0.002744739,0.001044568,0.000848176,0.51292517,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,9/4/2018,1,San Bernardino,199,0,0.001829826,0.000696379,0.000565451,0.458503401,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,9/5/2018,1,San Luis Obispo,163,0,0.027447392,0.027855153,0.025728018,0.531972789,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,9/5/2018,1,Solano,212,0,0,0,0,0.541496599,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,9/8/2018,1,Merced,56,0,0,0,0,0.691156463,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,9/8/2018,1,Shasta,224,0,0,0,0,0.634013605,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,9/9/2018,1,Modoc,90,0,0,0.011142061,0.016115352,0.458503401,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/10/2018,1,Shasta,43,0,0,0.005222841,0.005089059,0.474829932,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/12/2018,1,Shasta,224,0,0,0,0,0.563265306,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,9/13/2018,1,Tehama,222,0,0,0,0.003675431,0.533333333,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,9/14/2018,1,Solano,139,0,0,0.000348189,0.000282725,0.525170068,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,9/16/2018,1,Monterey,113,0,0,0,0.000282725,0.497959184,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,9/20/2018,1,Napa,77,0,0.000914913,0.000348189,0.000282725,0.572789116,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,9/22/2018,1,Inyo,183,0,0.005489478,0.002437326,0.00876449,0.672108844,0.106382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,9/22/2018,1,Kern,125,0,0,0,0,0.711564626,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,9/22/2018,1,Tehama,222,0,0,0,0,0.578231293,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,9/23/2018,1,Kings,15,0,0,0,0,0.689795918,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,9/24/2018,1,Los Angeles,204,0,0,0,0.000282725,0.583673469,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,9/26/2018,1,Siskiyou,225,0,0,0.001392758,0.002261804,0.43537415,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,9/28/2018,1,Tehama,222,0,0,0,0,0.598639456,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,9/28/2018,1,Tehama,222,0,0,0,0,0.598639456,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,9/29/2018,1,Inyo,35,0,0.004574565,0.001740947,0.032796155,0.555102041,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,10/2/2018,1,Colusa,250,0.479166667,0.042086002,0.016016713,0.013005372,0.582312925,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,10/2/2018,1,Ventura,152,0,0.013723696,0.008008357,0.006502686,0.578231293,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,10/7/2018,1,Merced,148,0,0.018298262,0.006963788,0.005654509,0.478911565,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,10/7/2018,1,Alpine,246,0,0.013723696,0.005222841,0.004240882,0.239455782,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,10/10/2018,1,San Joaquin,70,0,0.031107045,0.01183844,0.009612666,0.492517007,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,10/13/2018,1,Lassen,57,0,0.026532479,0.010097493,0.008199039,0.311564626,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,10/14/2018,1,Colusa,250,0,0.042086002,0.016016713,0.013005372,0.571428571,0.138297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,10/14/2018,1,Orange,245,0,0.042086002,0.017409471,0.014136274,0.508843537,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,10/15/2018,1,Alpine,246,0,0.021043001,0.008008357,0.006502686,0.127891156,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,10/19/2018,1,Siskiyou,225,0,0.029277219,0.01183844,0.010743568,0.329251701,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,10/24/2018,1,Modoc,90,0,0.095150961,0.036211699,0.029403449,0.26122449,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,10/30/2018,1,Mendocino,106,0,0,0,0,0.367346939,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,11/3/2018,1,Shasta,224,0,0.032021958,0.024721448,0.020073509,0.551020408,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,11/5/2018,1,Mendocino,106,0,0,0,0,0.386394558,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,11/8/2018,1,Butte,12,0,0,0.02402507,0.019508058,0.414965986,0.191489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,11/8/2018,1,Colusa,250,0,0,0.016016713,0.013005372,0.482993197,0.127659574,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,11/8/2018,1,Colusa,250,0,0,0.016016713,0.013005372,0.482993197,0.127659574,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,11/8/2018,1,Mendocino,106,0,0,0,0,0.206802721,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,11/8/2018,1,Mendocino,106,0,0,0,0,0.206802721,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,11/8/2018,1,Shasta,224,0,0,0.024721448,0.020073509,0.497959184,0.085106383,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Trinity,11/8/2018,1,Shasta,224,0,0,0.024721448,0.020073509,0.497959184,0.085106383,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Napa,11/12/2018,1,Napa,77,0,0.000914913,0.049094708,0.040147017,0.341496599,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,11/12/2018,1,Yolo,226,0.041666667,0.075022873,0.056406685,0.049476958,0.303401361,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,11/13/2018,1,Ventura,217,0,0,0,0,0.559183673,0.010638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,11/14/2018,1,Merced,148,0,0,0.006963788,0.005654509,0.248979592,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,11/15/2018,1,Shasta,224,0,0,0.024721448,0.020073509,0.254421769,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,11/15/2018,1,Shasta,224,0,0,0.024721448,0.020073509,0.254421769,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,11/16/2018,1,Los Angeles,219,0,0.000914913,0.011142061,0.009047215,0.478911565,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,11/29/2018,1,Mendocino,106,0,0,0,0,0.361904762,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,1/1/2019,1,Shasta,224,0,0.418115279,0.325557103,0.28046367,0.310204082,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,4/28/2019,1,Tehama,222,0,0.051235133,0.197075209,0.393271134,0.555102041,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,4/30/2019,1,Butte,12,0,0.120768527,0.174442897,0.461407973,0.465306122,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,4/30/2019,1,Kern,125,0,0.007319305,0.067200557,0.083404015,0.521088435,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,5/1/2019,1,Kern,5,0,0.005489478,0.067548747,0.092733955,0.553741497,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,5/3/2019,1,Butte,12,0,0.073193047,0.14310585,0.445292621,0.525170068,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,5/7/2019,1,Kern,146,0,0.015553522,0.019150418,0.015549901,0.527891156,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,5/10/2019,1,Riverside,240,0.052083333,0.042086002,0.045961003,0.147017246,0.438095238,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,5/13/2019,1,San Diego,147,0,0.026532479,0.018802228,0.121571954,0.519727891,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,5/18/2019,1,Riverside,218,0,0,0,0.004523608,0.673469388,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,5/20/2019,1,Placer,195,0,0.29094236,0.214832869,0.363019508,0.398639456,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,5/20/2019,1,Tehama,222,0,0.247026532,0.1545961,0.276788239,0.440816327,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,5/29/2019,1,Alameda,191,0.020833333,0.191216834,0.084610028,0.150127226,0.514285714,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,5/29/2019,1,Fresno,142,0,0.300091491,0.130222841,0.171048912,0.613605442,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,5/29/2019,1,San Luis Obispo,202,0.010416667,0.176578225,0.085654596,0.136556404,0.421768707,0.882978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,5/30/2019,1,Riverside,135,0,0,0.005571031,0.008199039,0.727891156,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,5/30/2019,1,San Luis Obispo,52,0,0.16010979,0.067200557,0.228724908,0.428571429,0.840425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,6/1/2019,1,Santa Clara,211,0,0.162854529,0.064066852,0.11620017,0.463945578,0.893617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/2/2019,1,Tulare,169,0,0.173833486,0.069986072,0.119027424,0.658503401,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/3/2019,1,Tulare,86,0,0.175663312,0.072771588,0.122137405,0.702040816,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/3/2019,1,Tulare,258,0,0.1957914,0.081128134,0.162001696,0.699319728,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,6/5/2019,1,Santa Clara,211,0,0.162854529,0.061977716,0.096692112,0.560544218,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,6/6/2019,1,Stanislaus,71,0,0.114364135,0.050139276,0.09245123,0.619047619,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,6/7/2019,1,Monterey,113,0,0.12168344,0.051183844,0.056545095,0.492517007,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/7/2019,1,San Luis Obispo,163,0,0.044830741,0.032033426,0.075204976,0.531972789,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/7/2019,1,Tulare,169,0,0.173833486,0.069986072,0.057958722,0.59047619,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,6/8/2019,1,Siskiyou,236,0,0.37694419,0.175835655,0.180944303,0.288435374,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,6/8/2019,1,Solano,212,0,0.20768527,0.08356546,0.120723777,0.662585034,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,6/8/2019,1,Sutter,235,0,0.247941446,0.0954039,0.157195363,0.621768707,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,6/8/2019,1,Yolo,226,0,0.27904849,0.122910864,0.16737348,0.654421769,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,6/9/2019,1,Placer,195,0,0.406221409,0.167827298,0.224484026,0.673469388,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,6/10/2019,1,Contra Costa,170,0,0.119853614,0.047005571,0.102629347,0.770068027,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,6/10/2019,1,Napa,77,0,0.320219579,0.122214485,0.204410517,0.756462585,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/10/2019,1,Riverside,218,0,0.001829826,0.000696379,0.001696353,0.897959184,0.117021277,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/10/2019,1,Tulare,169,0,0.173833486,0.069986072,0.057958722,0.763265306,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
